cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
7103	4	973	True
12943	9	622	True
43540	1	527	False
51230	2	380	False
47480	2	340	False
23621	1	303	False
44046	12	466	False
42944	3	270	False
32450	1	391	False
27670	6	267	True
32107	1	152	False
25194	7	297	True
2896	2	70	False
51076	2	248	False
20169	2	266	False
29439	11	202	True
1522	4	185	False
2327	8	355	False
15365	1	158	False
44963	1	129	True
32108	7	269	False
20890	1	213	False
47439	1	763	False
16075	1	311	True
39660	4	164	False
8778	3	280	False
47106	7	177	False
29248	2	135	False
49023	3	153	False
39658	2	52	False
51231	1	160	False
36729	1	98	False
28796	1	143	False
47415	9	101	True
33591	3	189	False
34794	1	65	False
31740	3	87	False
7795	1	119	False
20891	9	106	True
3364	2	119	False
25973	1	27	False
25202	2	119	True
15129	1	130	False
16645	2	212	False
51757	1	56	True
22644	5	107	True
28570	6	104	True
31298	7	83	False
13568	5	94	False
23512	3	86	False
31716	16	160	False
33878	1	73	False
24361	1	111	False
4673	1	74	False
1535	4	76	False
34426	15	141	True
35645	3	58	True
51361	1	32	False
39964	2	54	True
1374	1	29	False
14910	1	115	False
8016	2	83	False
32103	20	54	False
8204	6	46	True
20887	6	101	True
50897	2	37	True
7097	6	77	True
7525	4	85	True
38686	1	79	False
16439	2	32	False
33349	2	61	False
15590	4	38	True
2249	1	47	False
9514	5	124	False
30796	1	34	False
50903	1	33	False
48606	1	51	False
39089	1	50	False
35694	1	49	False
32114	1	48	False
35908	1	87	False
28336	8	61	False
42496	1	94	False
21036	1	42	False
23546	2	29	False
13426	1	45	False
7123	1	44	False
36855	1	32	False
27298	1	53	False
11229	6	79	True
35945	1	64	False
37816	1	23	False
12126	2	51	False
31723	22	83	False
13987	1	57	False
25652	2	50	False
16639	12	104	True
24025	1	30	False
52255	3	29	False
11953	5	49	False
32144	1	61	False
39488	1	27	False
375	1	34	False
12481	1	77	False
10960	2	37	True
1724	1	99	False
8209	7	40	False
15672	1	30	False
39971	3	87	True
1978	2	26	False
29273	1	13	False
7532	1	61	False
21550	2	40	False
20729	1	53	False
22165	2	15	True
50030	2	64	True
47947	2	63	False
23776	1	36	False
30770	1	24	False
51128	1	43	False
48195	3	13	False
42175	5	28	False
16144	1	83	False
47902	1	36	True
22135	2	9	False
33326	7	47	False
41811	4	15	True
34436	17	79	True
25673	1	36	False
42163	2	28	False
49412	2	35	False
7808	3	32	False
18768	4	41	False
36381	4	66	False
14918	3	42	False
41553	5	32	True
46592	2	49	False
1532	7	34	True
8149	1	34	False
26904	9	39	False
20905	1	32	True
30439	1	18	False
2340	2	52	False
14496	2	26	False
33330	10	55	False
35690	1	47	False
25450	6	80	False
2915	1	7	False
29256	1	21	False
31753	4	13	False
9386	2	18	False
39347	1	36	False
12937	11	79	True
37902	1	18	False
7094	4	59	True
808	3	22	True
39543	2	7	False
24564	3	41	True
27494	1	20	False
11497	2	21	False
35084	2	18	True
47956	1	58	False
2387	1	29	False
19936	1	21	False
8539	2	39	False
51239	6	28	True
32448	5	33	False
26907	5	33	True
24589	1	18	False
33847	3	35	True
27672	3	19	False
16461	2	18	False
33848	4	53	False
26900	15	61	True
44859	1	39	False
6335	1	107	False
26903	2	31	True
34446	6	64	True
50917	4	34	False
16839	1	27	True
8424	1	19	False
8212	8	44	True
23808	1	26	False
23497	7	30	True
50869	4	19	True
41021	3	19	False
51743	2	16	False
11295	1	44	False
50872	4	15	False
27661	2	18	True
2244	1	14	True
5805	3	30	True
18769	1	32	True
32105	1	7	False
22762	1	37	True
45643	2	19	False
1302	5	13	True
52342	1	83	False
26906	1	31	True
50861	2	5	False
32120	1	20	False
5027	4	29	True
26589	2	6	False
18764	6	19	True
5026	9	73	True
12944	2	23	False
34600	5	36	True
8205	10	46	True
29806	1	6	False
9881	1	21	False
32117	3	20	False
8719	1	21	False
33347	3	19	False
32467	4	9	False
28324	1	33	False
48587	6	35	True
32471	3	30	False
35648	1	21	False
31288	4	34	True
44988	2	16	False
18816	2	18	False
22335	1	11	False
18240	2	18	False
23111	1	86	False
21043	1	10	False
30757	2	16	False
51760	1	14	False
802	2	13	True
36011	1	19	False
52227	1	21	False
46933	2	52	False
17045	2	12	False
29120	1	11	False
43693	1	31	False
13138	1	18	True
19022	1	16	False
7814	2	14	False
23501	5	22	True
34460	2	9	False
7542	1	10	False
23592	17	91	False
48202	1	5	False
35718	2	20	False
33764	2	16	True
15598	2	24	False
31741	12	34	False
6152	4	36	False
24565	7	28	True
27586	1	15	False
3665	1	25	False
3687	1	15	False
44951	3	12	False
47424	4	20	True
35905	1	22	False
18551	3	40	False
16649	6	44	True
1639	1	7	False
25649	6	34	True
33768	1	16	False
16361	1	18	False
27289	1	15	True
34433	4	16	False
22326	3	13	False
31436	2	11	True
35657	4	13	False
30763	1	18	False
11236	4	43	True
50029	3	29	False
29087	3	27	False
27460	8	23	True
18775	5	61	True
24882	1	15	False
26801	1	6	False
52246	1	23	False
23503	5	30	True
44047	3	18	True
30740	3	30	True
12477	1	30	False
33325	2	21	False
42023	1	19	False
46906	14	49	True
2323	3	24	True
40203	2	24	False
40984	2	12	False
20889	2	15	True
7957	5	25	True
36687	1	11	False
27044	5	11	False
34310	1	10	False
1526	6	25	False
28683	1	7	False
24559	8	21	True
27138	1	19	False
50880	2	11	False
37911	2	21	False
44622	5	27	True
31152	1	9	False
33857	3	16	False
32504	2	16	False
26732	3	17	True
44625	7	33	False
34611	2	5	False
11108	1	6	False
30028	1	8	False
17639	1	16	False
35655	4	12	False
11473	2	12	False
43533	3	15	False
18763	1	6	True
36193	3	11	False
1330	1	7	False
765	2	14	False
1795	6	22	False
24226	2	13	False
19631	2	12	False
52242	1	14	True
361	5	15	True
12228	1	11	False
7088	2	20	False
46027	3	9	False
36380	12	25	True
6860	1	8	False
46751	7	35	False
1570	5	11	True
40189	1	7	False
48171	3	6	True
43178	1	11	False
34103	1	10	True
22764	2	8	False
20554	3	17	False
20906	1	8	False
39989	3	59	False
37591	9	29	True
33844	8	42	False
16113	3	24	False
9542	2	11	False
32475	1	7	False
22955	1	18	False
6179	1	21	False
19843	1	8	False
48179	1	2	False
38215	1	15	False
50651	1	19	True
775	3	19	True
28105	2	9	False
1310	4	13	True
4428	5	16	True
42943	11	29	False
1525	1	15	True
25968	12	39	False
35659	2	9	False
38526	1	15	False
6702	1	8	False
30780	1	15	False
34266	5	37	True
22300	1	4	False
7563	2	14	False
37221	1	18	False
33845	5	22	False
37817	1	6	True
24567	1	14	False
12934	1	9	False
24459	4	15	False
27266	1	7	False
50878	6	20	False
14913	2	15	False
7796	2	7	False
9220	1	12	False
36737	1	12	False
31742	1	4	False
36698	2	9	False
26598	2	30	False
29443	9	27	True
7672	1	23	False
37811	3	16	True
22373	1	9	True
26736	3	12	False
806	1	5	False
1309	10	16	True
44960	1	9	False
21716	1	12	False
27487	2	11	True
50025	15	41	True
3660	1	10	False
24221	2	15	False
7531	5	17	False
35914	3	17	False
17435	2	29	False
1588	3	12	True
27486	3	6	False
22325	2	3	False
27660	5	15	True
25233	1	10	False
39143	1	8	False
515	2	26	False
33361	1	2	False
31138	2	11	True
22515	2	4	False
22506	6	18	True
41827	1	2	False
934	3	7	True
5024	9	40	False
11962	2	9	False
50864	3	21	True
35711	1	6	False
36688	1	10	False
44065	7	22	True
23711	1	7	False
38346	2	12	False
47957	1	3	False
39711	1	7	False
23113	1	54	False
19626	1	20	True
50077	1	9	True
8687	1	8	False
38093	1	6	False
31147	1	11	False
13289	3	7	False
24215	2	16	False
15301	5	29	False
42662	2	17	False
2321	1	60	False
6187	1	13	False
33393	1	18	False
23816	1	6	False
50669	2	15	False
34270	2	7	True
11182	1	6	False
28338	2	11	False
20888	8	13	False
22156	1	3	False
42942	3	12	False
48618	3	12	False
7695	1	4	False
4596	3	7	False
29084	1	6	True
3675	1	6	True
25974	1	11	False
23594	7	25	True
25228	1	29	False
44188	1	8	False
26186	1	12	False
16437	2	15	False
42516	2	14	False
18235	2	14	False
39724	1	5	False
15299	6	21	True
5039	3	9	True
13808	4	15	True
768	1	6	False
2248	1	12	False
50433	3	20	False
33334	2	3	False
34592	5	10	True
34598	4	16	False
37805	7	20	True
18266	1	6	False
39321	4	7	True
25645	10	47	True
3868	1	5	False
10066	3	20	True
44263	1	10	False
26181	2	15	False
32102	6	19	False
21046	2	13	False
1056	1	12	False
25643	16	34	False
23498	7	20	True
26046	1	16	False
735	2	8	False
46034	1	4	False
22763	5	18	True
7118	2	29	False
5528	1	11	False
31978	1	8	False
9378	5	17	True
41807	1	5	False
18983	1	6	False
17605	4	7	True
33773	2	6	False
2783	1	5	False
29444	3	5	False
24434	1	4	False
25214	6	27	False
1797	6	22	True
39967	2	6	False
27727	1	6	False
6163	2	18	True
6784	1	10	False
33343	1	1	False
5021	1	4	False
33372	2	6	False
51766	1	7	False
32608	1	4	True
19628	5	22	True
2362	2	7	False
8716	2	12	False
2900	1	3	False
50643	1	3	False
46552	1	13	False
3658	4	12	True
27686	1	8	False
46923	1	19	False
42926	12	36	True
21940	3	10	False
10677	1	3	False
41562	1	4	True
37440	1	14	False
15298	2	5	False
3002	1	1	False
1593	1	3	True
27477	2	7	False
39705	1	5	False
39913	1	8	False
1335	1	6	False
27680	2	15	True
33587	2	16	True
21694	1	8	False
34622	1	3	False
18937	2	11	False
50866	5	18	False
4625	2	5	False
22769	3	14	True
47635	4	15	False
31718	13	31	False
33331	7	14	False
28614	1	4	False
32112	3	4	False
44623	4	18	False
15145	1	4	False
21557	1	9	False
22136	1	1	False
25843	1	6	False
34305	1	7	False
25644	4	18	True
42024	3	6	False
