cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
50766	2	1230	False
50642	3	809	False
20907	1	807	False
8209	1	390	False
28598	1	304	False
16838	1	504	False
46593	1	172	False
39081	2	160	False
17841	1	202	False
10060	1	416	False
6007	2	137	False
958	1	110	False
20923	1	121	False
41597	1	46	False
780	1	51	False
50861	1	105	False
44064	1	47	True
39470	2	51	True
17488	3	69	False
44057	2	37	True
30284	1	95	True
3913	1	30	False
7948	1	63	True
1960	1	52	False
48587	3	108	True
22225	1	37	False
44627	2	87	False
18239	2	28	False
8315	1	28	False
41591	1	10	False
1535	2	60	False
31756	1	17	False
10967	1	34	False
51228	1	13	False
45822	1	30	False
40994	1	43	False
373	1	17	False
42946	1	12	True
9733	1	16	False
36190	1	14	True
32628	1	25	True
13418	1	10	False
4669	1	13	False
17990	1	12	False
40184	1	47	False
18244	1	26	False
23515	1	41	False
47923	1	55	False
10066	1	31	True
9389	1	48	False
27126	7	68	True
35063	1	24	True
35328	2	10	False
32108	3	13	False
50426	1	22	False
33601	1	15	True
35677	1	9	False
5621	1	10	False
14512	1	16	False
24467	1	16	False
15114	1	14	False
47665	1	6	True
44087	1	8	False
31254	1	5	False
25199	2	18	False
6361	2	39	True
35653	3	22	False
41371	1	24	False
46331	2	16	True
39755	1	3	False
45380	2	17	True
28803	1	10	False
10966	1	9	True
37914	1	4	True
31436	1	6	True
31284	1	13	True
25201	3	22	False
37911	2	11	False
1526	2	11	False
13568	1	4	False
40441	1	12	False
31429	1	15	True
48787	1	9	False
23962	1	12	True
33178	1	9	False
27362	1	4	False
29242	1	6	True
28338	1	4	False
25243	1	13	False
27949	1	9	False
7528	2	15	True
31296	1	5	True
35067	1	3	False
27286	1	14	True
41557	6	45	True
18767	1	4	False
39988	2	10	True
46749	2	12	False
26345	1	6	False
16443	1	9	False
44053	1	8	False
26415	1	7	False
48778	1	6	False
22906	1	6	False
37810	3	8	False
32103	3	7	False
20881	1	21	False
31730	1	8	False
31741	4	13	False
22344	1	2	True
37450	1	7	False
16421	1	5	False
3699	1	10	False
46320	1	6	True
49156	1	8	False
42518	1	7	False
17838	1	7	False
33867	1	2	True
27915	1	7	False
20893	2	10	True
32807	1	5	False
43555	1	8	False
48668	1	6	False
49043	1	2	False
29458	1	2	False
30273	1	9	True
17835	1	3	False
28618	1	9	True
