cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
13990	2	1482	False
31298	9	2782	False
22155	1	472	False
26900	17	504	True
38822	1	335	False
8206	11	624	True
35359	1	190	False
24517	1	143	False
1538	9	394	True
43143	7	233	True
39093	1	121	False
16650	1	292	False
27129	4	155	False
26742	2	359	False
25231	3	163	False
25645	7	118	True
30748	1	156	False
43571	3	121	False
36538	1	84	False
14099	1	66	False
49157	1	180	False
50464	5	189	False
35702	1	169	False
37406	1	148	False
27475	8	240	True
28634	4	103	True
8017	1	80	False
14496	1	88	False
32787	2	133	False
10977	5	130	False
361	7	189	True
52229	1	61	False
44954	3	156	False
21120	1	66	False
12937	24	413	True
6487	1	139	False
1570	4	78	True
1523	1	104	False
17610	4	148	False
31749	9	96	False
31180	3	178	False
23622	4	130	False
37222	1	101	False
12940	4	104	True
42035	3	62	False
30848	1	42	False
49914	1	87	False
35648	4	88	False
5024	14	130	False
1578	6	168	False
50928	1	40	False
13344	1	61	False
32820	4	58	False
34525	1	46	False
44045	7	63	True
736	6	137	False
42023	3	74	False
52025	2	74	False
26907	10	72	True
43146	2	125	False
29443	12	101	True
16632	4	80	True
50032	3	169	False
31723	40	159	False
35063	1	81	True
29771	2	91	False
50037	5	55	True
35680	4	92	True
28801	2	80	False
15721	1	66	False
22323	3	60	False
738	5	46	True
17423	11	108	False
31445	1	79	False
48584	12	151	True
6003	1	76	False
27938	2	73	False
48798	2	59	False
23605	5	95	False
35671	2	43	True
29083	1	51	False
33610	7	123	False
51757	1	40	True
370	7	68	False
43659	1	39	False
39324	2	64	True
27055	6	26	False
20891	14	81	True
28705	1	32	False
17035	3	28	False
19346	6	115	False
40577	6	50	True
33845	11	111	False
9382	1	53	True
44283	2	71	False
50923	1	94	False
32804	3	55	False
11961	2	84	True
22162	1	29	False
30975	13	112	True
14497	3	53	False
1521	6	111	False
15294	3	79	True
4637	1	23	False
11015	1	20	False
46331	17	124	True
22784	2	45	False
35656	4	92	True
23608	6	134	True
25977	3	32	False
28578	4	126	False
26607	2	73	False
51250	2	37	True
51850	1	55	False
774	4	31	True
33584	14	78	True
44875	1	88	False
23595	6	50	True
16421	5	102	False
16359	1	36	False
27660	2	37	True
6929	2	59	False
30277	4	29	True
48176	1	20	False
20886	11	67	True
37814	4	21	False
44065	6	30	True
27661	3	25	True
18580	2	52	False
42510	4	69	True
18775	4	43	True
11224	2	47	True
1817	1	57	False
1558	2	63	False
28632	1	49	False
34431	4	57	False
12527	2	64	False
36189	1	30	True
1567	3	51	False
23496	3	70	False
31280	6	52	True
34427	3	40	False
28570	9	106	True
