cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
30917	1	18919	False
27138	2	6658	False
934	2	4174	True
30025	2	3141	False
42445	18	4102	False
20367	27	2260	True
22910	1	1934	False
25969	2	1545	False
49154	7	1370	False
22802	2	1599	False
39321	15	1424	True
7799	20	1332	True
16430	9	1666	False
2895	1	487	False
7119	2	1140	False
26902	2	1527	False
51250	3	797	True
31172	1	953	False
2181	6	791	False
27050	25	1277	False
41814	1	241	False
36729	1	655	False
1986	2	666	False
1549	6	619	False
26904	14	349	False
29439	9	645	True
46256	2	1019	False
14031	2	670	False
32468	2	466	False
43842	26	691	False
23986	3	1373	False
48992	1	651	False
29244	6	989	False
15301	7	1513	False
45402	1	585	False
51675	1	441	False
49027	20	450	True
24209	4	712	False
38693	1	794	False
1807	2	545	False
48587	10	439	True
5988	1	462	False
733	7	360	True
20880	9	403	True
34436	41	715	True
48196	2	127	False
52256	2	778	False
37594	4	728	False
28338	6	718	False
44087	1	297	False
30990	11	755	False
39964	15	468	True
39084	3	347	False
49034	6	495	True
19659	2	186	False
30763	2	480	False
19866	18	438	False
20723	5	594	False
8688	1	403	False
1632	2	480	False
5450	3	268	False
3952	1	369	False
44062	4	373	True
20131	8	521	True
34442	4	488	False
45871	1	277	False
33345	16	294	False
19875	4	371	True
45816	4	381	True
30746	2	225	False
35672	1	343	False
966	1	317	False
36510	1	156	False
20720	3	374	False
38384	1	188	False
39680	3	315	True
27493	1	280	False
10066	8	288	True
26600	5	475	False
33339	12	222	False
27486	6	248	False
12970	2	185	True
2325	1	381	True
25312	1	257	False
8205	17	445	True
23109	2	407	False
34612	3	166	False
35681	1	300	False
40577	10	325	True
51243	5	140	False
42684	2	249	False
25643	16	352	False
51492	1	336	False
42485	8	315	True
17037	1	191	False
3727	1	69	False
7566	7	308	True
33334	5	500	False
47040	1	472	False
28630	3	308	False
33355	1	120	False
44056	5	180	True
28911	3	241	False
51431	7	175	False
29463	6	293	False
18765	21	281	True
21899	1	208	False
30761	3	190	True
2206	6	255	False
33331	12	388	False
37738	1	155	False
32103	41	514	False
26747	5	261	False
28604	3	228	False
50025	22	351	True
15594	5	344	True
17612	1	146	False
14505	1	178	False
34486	1	205	True
7562	6	182	False
33868	3	298	True
31160	3	283	True
30971	4	338	False
23593	8	263	True
1547	10	341	False
31730	17	246	False
38937	1	353	False
26901	7	351	False
37885	1	174	False
44969	3	223	True
27484	4	384	False
37651	1	178	False
43450	1	67	False
20375	3	214	True
36325	1	171	False
47420	1	167	False
25371	1	129	False
18559	4	257	False
16669	1	249	False
34600	28	214	True
12733	7	312	True
44623	7	199	False
47971	1	166	False
31723	60	787	False
27482	3	186	False
52260	1	102	False
10079	3	108	False
460	1	160	False
13632	1	122	False
1526	26	195	False
46924	2	80	True
27049	5	189	False
48394	1	40	False
36117	1	144	False
42535	4	164	True
41810	2	63	False
45825	3	160	False
13968	7	131	False
5598	1	168	False
25970	19	215	False
6154	2	160	False
36689	6	260	False
33677	1	123	False
14011	3	92	False
1578	5	186	False
31740	6	164	False
18967	2	81	False
20786	1	91	False
3901	2	195	False
4428	26	318	True
45821	2	204	False
18558	5	153	False
44048	3	118	True
10470	1	383	False
31736	8	266	False
44042	1	119	False
39694	1	90	False
10960	10	180	True
3341	2	153	False
1216	1	198	False
30276	8	143	False
1994	1	90	False
2924	5	60	False
27343	1	85	False
31429	11	169	True
2185	26	221	True
32290	3	168	False
23507	2	95	False
27293	1	119	False
43180	1	135	False
10428	1	64	False
9208	13	157	True
43856	1	107	False
28586	3	123	False
11216	3	195	False
33847	3	172	True
26646	1	92	False
15606	4	79	True
31718	19	152	False
30981	6	150	False
28097	4	137	False
33854	17	141	True
39677	2	116	False
23036	1	81	False
39675	1	89	False
45861	1	93	False
32105	5	75	False
32108	9	202	False
46673	1	89	False
17843	1	136	False
7107	1	96	False
46933	3	234	False
28800	3	191	False
15599	3	206	True
17638	2	120	False
49493	1	134	False
23774	8	132	True
6755	1	58	False
20887	16	131	True
27056	4	76	True
7825	3	101	False
28574	7	110	False
13099	1	69	False
23606	2	324	False
27044	14	176	False
15299	9	175	True
39973	4	125	False
17094	2	119	False
