cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
4612	1	898	False
44651	2	972	False
16068	1	1726	True
40978	1	1351	False
29274	2	1115	False
13808	1	442	True
45417	1	227	False
36381	1	118	False
45932	1	107	False
3514	1	188	False
34110	1	75	False
8686	1	222	False
31304	1	131	True
42688	2	43	True
31335	1	64	False
39483	1	31	False
46908	1	36	False
25212	1	56	True
8699	1	87	False
44946	1	55	True
23592	1	44	False
11694	1	22	False
22761	2	42	True
51046	1	11	False
8704	1	51	False
34437	1	27	False
5026	2	18	True
9213	1	16	True
52233	2	41	False
16263	1	20	False
32480	1	55	False
38685	1	14	False
8538	2	49	False
42013	1	10	True
35687	1	18	False
34116	1	9	False
4435	1	12	False
31287	1	9	False
20884	1	8	True
42973	1	6	False
21252	2	21	False
25978	1	2	False
5628	1	4	False
27123	1	7	True
499	1	19	False
30992	1	30	False
49148	1	22	False
41553	1	5	True
44055	1	9	True
49160	1	9	False
15125	1	8	True
22356	1	2	False
44949	1	11	True
8709	1	22	False
1535	1	6	False
37591	2	26	True
10634	1	2	False
39709	1	2	False
30758	1	5	False
17051	1	6	False
31169	1	3	False
20127	2	5	False
46312	1	11	False
31760	1	11	False
31726	6	10	False
50453	1	9	False
20367	1	4	True
1530	4	9	True
36918	1	7	False
16635	1	5	False
26903	1	6	True
28635	1	3	False
42509	1	3	False
18239	1	4	False
23497	1	2	True
41811	1	1	True
1638	1	5	False
25971	2	2	False
35666	1	20	False
22161	1	1	False
23496	1	5	False
40974	1	3	True
52216	1	2	False
33372	1	5	False
10067	1	6	False
29447	1	3	True
1606	1	2	False
13992	1	9	False
50084	1	2	False
46588	1	6	True
1299	1	2	True
25199	1	9	False
42023	1	2	False
19402	1	3	False
8206	2	15	True
1322	1	1	False
25493	1	5	False
43300	1	7	True
10768	1	1	False
47660	1	3	False
41578	1	2	False
33864	1	2	False
18764	3	4	True
10065	1	1	False
29287	1	1	False
28616	1	5	False
25968	2	5	False
31758	2	2	False
5827	1	2	False
9398	1	2	False
50028	6	7	False
7961	1	1	False
37911	1	2	False
44950	1	1	True
34617	1	2	False
15156	1	1	False
25218	1	2	False
5636	1	1	True
8715	1	8	False
746	1	1	False
22137	1	1	False
16632	1	3	True
21956	1	10	False
26906	1	2	True
1969	1	1	True
1347	1	1	False
41810	1	1	False
6461	1	3	False
32102	1	1	False
44978	1	1	True
52242	1	1	True
43146	1	1	False
41437	1	1	False
31723	2	6	False
8727	1	1	False
147	1	2	False
33717	1	1	False
28570	2	3	True
1546	1	2	False
50037	1	1	True
31137	1	2	False
45829	1	2	False
49113	1	4	False
9686	1	2	False
41361	1	6	False
34263	1	1	False
22328	1	1	True
32103	2	2	False
2181	1	1	False
2182	3	7	True
6233	1	3	False
22764	1	1	False
45433	1	1	False
17829	1	2	False
15159	1	4	False
734	1	3	False
39977	1	5	False
22336	1	1	False
41563	1	1	True
37901	1	11	True
26879	1	8	False
28326	1	1	False
25281	1	1	False
46331	2	3	True
13118	1	2	True
47136	1	2	False
31729	1	2	False
41233	1	3	False
11470	1	7	True
33338	1	1	False
11962	3	10	False
32294	1	1	False
24248	1	4	False
37234	1	1	False
14013	1	3	False
50074	1	1	False
39465	1	1	False
20891	1	1	True
1957	1	1	False
19716	1	2	False
8205	2	5	True
49028	1	1	True
20370	1	3	True
15290	1	1	True
31818	1	1	False
34436	4	6	True
10668	1	2	False
33345	1	1	False
16433	1	1	False
33330	1	1	False
41963	1	2	False
13974	1	1	False
18255	1	1	True
27920	1	1	False
19875	1	8	True
98	2	3	False
15301	1	1	False
28584	1	1	False
4856	1	1	False
372	1	2	False
40172	1	1	False
33610	1	1	False
21050	1	1	False
24221	1	1	False
9729	1	1	False
18551	1	4	False
36190	1	1	True
27662	1	1	False
4608	2	2	False
3249	1	1	False
23169	1	1	False
33370	1	4	False
1577	1	2	True
35657	1	1	False
1930	1	1	False
42926	3	3	True
789	1	1	False
44047	1	1	True
15294	1	1	True
44080	1	1	True
39126	1	1	False
10666	1	1	False
49151	1	1	False
2320	1	3	True
6005	1	3	True
21554	1	9	True
37805	1	1	True
20379	1	1	False
13125	1	1	False
32107	2	2	False
37588	1	1	True
42932	3	9	True
34904	1	1	False
32806	1	1	False
37233	1	1	False
7863	1	2	False
37815	1	1	False
31716	1	1	False
13600	1	1	False
23137	1	2	False
5831	1	2	True
43556	1	1	False
5442	1	4	True
40002	1	1	True
12940	1	1	True
21550	2	2	False
29439	2	3	True
35651	1	1	False
35652	1	6	True
44945	1	1	True
5814	1	1	False
21701	1	1	False
28101	1	1	False
24268	1	1	False
39124	1	1	False
12471	1	2	False
2198	1	1	False
20151	1	3	False
13285	1	1	False
9381	1	2	False
39666	1	8	False
22339	2	4	False
1810	1	1	False
24572	1	1	False
9901	1	1	False
44955	1	1	True
43842	1	1	False
15882	1	1	False
361	1	2	True
13450	1	1	False
30059	1	1	False
25213	1	2	False
10429	1	1	False
29679	1	1	False
44631	1	1	True
966	1	1	False
9386	1	7	False
42016	1	1	False
33845	2	3	False
3686	1	1	False
40987	1	1	True
33759	1	2	False
10403	1	1	False
27044	1	1	False
2199	1	2	True
32624	3	3	True
50073	1	1	False
7950	1	1	True
28109	1	1	True
25203	2	5	False
7525	1	1	True
47965	1	1	False
12943	2	3	True
21557	1	1	False
26594	1	1	False
50431	1	2	False
32636	2	3	False
24589	1	1	False
49976	1	1	False
5174	1	3	True
41172	1	1	False
45157	1	2	False
16419	1	1	True
32626	1	1	False
39677	1	2	False
39452	1	1	False
9380	1	1	False
41354	1	2	False
42966	1	1	True
27680	1	1	True
13290	1	1	False
39975	1	5	True
10062	1	1	False
41351	1	5	False
4427	2	2	False
6015	1	1	False
12934	1	1	False
