cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
27503	1	851	False
22506	3	291	True
45654	1	582	False
15596	4	467	True
4642	1	318	False
19746	1	97	False
49035	3	231	False
1537	4	153	True
20908	2	183	False
39999	2	134	True
22907	1	114	True
44957	1	109	True
50031	1	71	False
42926	9	130	True
44053	1	63	False
802	2	60	True
12948	2	68	True
17047	1	49	False
22643	10	87	True
4601	3	61	False
45578	2	80	False
34426	5	73	True
39081	2	60	False
34441	3	49	True
26725	1	69	True
24559	3	36	True
20886	3	38	True
26904	3	120	False
17034	2	108	False
15114	1	57	False
40487	1	29	False
22138	1	26	False
31714	1	50	False
49217	1	26	False
33360	5	53	False
26149	1	58	False
51221	1	26	False
41810	2	16	False
22320	1	40	True
36192	1	25	True
17606	1	26	False
50047	1	20	False
27486	1	31	False
1575	1	11	False
50878	5	100	False
19323	1	18	False
3885	1	27	True
22642	1	25	True
36194	1	19	False
36382	5	43	True
50863	1	23	False
31718	6	27	False
33856	2	28	True
9211	3	32	False
29198	1	28	False
50500	2	58	False
25210	1	31	False
22284	1	9	False
47636	13	39	True
24456	6	40	False
45282	1	21	False
31296	2	46	True
50033	1	31	False
25662	1	30	False
28434	2	17	False
9523	1	54	False
18935	4	27	False
738	1	9	True
20727	1	18	False
23599	1	27	False
45380	6	19	True
5854	1	20	False
11967	2	62	False
17058	1	19	False
27457	6	31	False
5800	1	29	False
25463	2	21	False
22328	3	12	True
37829	1	14	False
5632	2	22	False
28118	1	34	False
29456	2	43	False
38100	1	4	False
13568	3	17	False
11472	3	22	False
36380	4	29	True
34598	3	19	False
20550	3	30	True
46770	2	20	False
16418	7	37	True
32110	4	15	False
42932	4	29	True
37805	6	23	True
27915	5	14	False
25968	12	44	False
757	2	19	False
44055	2	14	True
1532	7	43	True
7525	2	14	True
37821	1	18	False
48178	1	6	False
9863	1	10	False
35125	1	24	False
34444	3	15	True
45862	2	8	False
16838	1	18	False
40174	1	15	False
15299	3	24	True
44187	1	21	False
24561	1	22	False
361	5	27	True
30081	2	12	False
27714	2	19	False
46331	3	12	True
33336	2	15	False
35725	1	14	False
34468	1	7	True
20141	1	14	False
51218	1	11	False
19880	4	14	True
923	2	21	False
31740	3	15	False
29767	1	6	False
10408	4	14	True
36728	1	9	False
31726	3	9	False
36569	1	7	False
37811	1	6	True
44625	5	24	False
16644	2	20	True
23632	1	10	False
50035	1	8	False
14554	1	5	False
41827	4	9	False
11882	1	13	False
740	4	5	True
27296	2	15	False
32105	2	3	False
26912	1	17	True
31723	13	27	False
