cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
31429	2	97	True
22320	2	73	True
4612	2	139	False
51227	3	76	True
25252	2	76	False
31720	1	56	False
42943	6	76	False
23501	5	86	True
3874	3	49	False
42297	1	59	False
14951	2	88	False
37826	1	43	False
47644	1	55	False
33651	2	45	False
7798	3	60	True
4055	3	51	True
26733	1	44	False
22643	5	49	True
11587	1	32	False
505	1	58	False
39667	1	73	False
5823	1	44	False
34016	1	36	False
30321	1	47	False
30804	1	43	False
8707	1	39	False
9595	1	48	False
18040	2	45	True
43894	1	30	False
34299	1	39	False
48171	2	22	True
19900	1	43	False
51438	1	26	False
27123	6	61	True
42486	5	42	True
43561	1	31	False
1816	1	22	False
9206	2	22	False
50880	3	22	False
39897	1	29	False
12949	2	23	False
31137	7	22	False
25977	3	12	False
10954	2	44	True
2737	1	22	False
25194	6	63	True
51440	4	75	True
46331	9	120	True
40172	2	21	False
39477	2	24	False
37805	8	31	True
36196	3	47	True
25130	1	22	False
35454	1	34	False
23194	1	28	False
29772	4	23	True
740	6	25	True
27457	3	64	False
42937	1	25	False
1310	1	37	True
1817	2	24	False
23098	1	27	False
21550	3	24	False
6762	3	36	False
31723	17	42	False
8214	1	42	False
51849	2	21	False
38516	3	60	True
21038	2	15	False
12948	2	30	True
39088	2	17	False
47891	3	15	False
28822	2	15	False
50028	9	40	False
41914	1	4	False
769	1	22	False
9869	3	16	False
18814	1	15	False
50025	9	35	True
20886	7	36	True
1549	2	11	False
35306	4	76	False
29768	5	15	False
103	1	27	False
26935	1	43	False
7810	2	15	False
27134	2	16	False
25217	4	16	False
114	2	17	False
19652	3	23	True
15276	1	9	False
34431	2	7	False
19866	7	26	False
45821	1	17	False
25644	5	20	True
43547	1	16	True
32608	4	15	True
46921	1	21	False
31150	1	16	True
39350	2	5	False
1976	1	8	False
47947	1	14	False
928	1	22	False
29453	2	22	True
31741	11	32	False
7799	11	29	True
27286	2	15	True
20888	4	28	False
2050	1	7	False
30062	1	22	False
16644	8	38	True
21557	4	16	False
27660	2	12	True
22766	1	4	True
7538	3	14	True
34604	1	15	False
1300	4	26	False
748	1	5	True
47128	1	10	False
1591	1	7	False
23497	6	20	True
22768	1	4	False
37590	4	21	True
2327	8	28	False
18243	1	11	False
7946	2	13	False
15847	1	9	False
45840	1	11	False
22622	1	18	False
8210	3	18	False
48198	1	5	False
12942	2	30	True
39320	5	21	True
16633	1	15	False
6048	1	9	False
13968	3	13	False
36225	1	6	False
39645	1	9	False
35343	2	28	True
50033	2	22	False
50878	5	9	False
31726	1	7	False
44645	1	5	False
34100	2	16	True
26050	1	6	False
50917	2	5	False
46334	1	18	False
35677	2	8	False
17043	3	13	True
33584	7	30	True
38186	1	13	False
35914	1	30	False
23598	3	7	False
22764	2	10	False
4625	6	13	False
40002	1	6	True
23604	2	10	False
28598	1	13	False
25450	4	18	False
31717	4	13	False
25968	9	13	False
50030	3	24	True
7944	2	13	False
31280	5	11	True
39972	1	11	True
25221	2	10	False
11469	1	18	False
12020	1	4	False
9384	2	10	True
18798	1	7	False
44046	9	15	False
25973	4	10	False
15588	9	23	True
42488	5	17	False
23503	3	26	True
9211	3	14	False
50046	1	6	False
51327	1	12	False
44203	1	12	False
3264	1	1	False
45434	1	5	False
47122	1	9	False
23773	1	5	False
4864	1	4	False
48191	1	4	False
51456	3	15	False
32828	1	6	False
44055	3	7	True
23522	2	4	False
