cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
34598	3	998	False
13568	3	637	False
15412	1	266	False
49044	1	339	False
27152	1	505	False
22646	1	182	False
34441	1	130	True
27916	1	407	True
22169	1	72	False
51215	3	130	True
20886	8	133	True
16437	4	209	False
20888	1	129	False
11063	1	62	False
43180	1	89	False
28137	1	89	False
48208	1	38	False
46748	1	84	False
39667	1	126	False
47925	2	178	False
23690	1	49	False
21561	1	52	False
6002	1	126	False
28326	1	46	False
24560	2	273	True
3870	3	50	False
17488	2	48	False
52255	1	41	False
28374	2	61	False
13569	4	76	True
22140	1	30	False
16069	8	43	True
24456	6	83	False
32110	3	55	False
22360	1	45	False
746	3	64	False
27510	1	35	False
29247	2	43	True
17627	2	44	False
26600	5	93	False
7094	2	41	True
36191	2	26	True
7524	1	43	False
1329	1	27	False
20760	1	47	True
29595	1	35	False
26150	1	96	False
5021	1	58	False
10066	3	122	True
33845	3	96	False
36406	3	110	False
51231	3	100	False
31777	2	44	False
49027	4	43	True
937	1	103	True
1521	3	75	False
22539	1	28	False
4965	1	28	False
29078	1	37	False
26640	3	28	False
29245	6	45	True
29242	3	39	True
803	2	47	True
2327	5	67	False
34176	1	19	False
18560	1	27	False
46115	1	25	False
1578	3	38	False
48778	1	36	False
47421	1	25	False
1810	1	45	False
5022	1	44	False
2143	1	43	False
25970	5	34	False
9264	1	19	False
27126	4	32	True
26612	2	13	False
44343	2	32	False
31291	1	46	False
21321	1	34	False
28368	1	45	False
44169	2	30	False
44980	1	21	True
9379	2	25	False
33851	4	31	True
43581	2	37	False
35661	2	10	False
25198	1	30	False
740	2	22	True
24260	1	23	False
31716	7	53	False
42013	1	34	True
40982	1	32	False
42488	2	30	False
28100	1	18	False
24278	1	29	False
30019	1	31	False
9410	1	14	False
4635	2	30	False
38339	2	24	True
49464	1	30	False
23498	3	24	True
31007	1	38	False
26396	1	19	False
20744	1	26	True
22767	2	40	False
16639	8	79	True
6015	2	36	False
23592	10	28	False
4029	1	9	False
4856	1	16	False
27458	1	34	True
39320	7	24	True
4033	1	10	False
3876	2	13	True
4639	1	15	False
13973	2	18	True
27460	3	27	True
44064	2	15	True
17834	1	20	False
51225	1	31	False
34466	1	12	True
32817	2	19	False
37254	1	14	False
24457	3	14	False
18715	2	12	False
31718	9	28	False
2502	2	53	False
25217	1	19	False
25203	3	23	False
30519	1	18	False
7806	1	13	True
8205	6	35	True
17618	1	22	False
43574	1	22	True
1980	1	30	False
34124	1	23	False
7246	1	29	False
9206	1	29	False
30979	1	27	True
40031	2	33	False
14905	1	7	False
25199	1	16	False
9820	1	11	False
31436	3	23	True
7528	3	23	True
1522	3	19	False
1645	1	17	False
49024	1	20	True
24608	1	48	False
23783	1	16	False
18553	2	30	False
23501	4	35	True
49029	1	15	True
33630	1	45	False
3119	1	9	False
741	2	12	False
40597	1	18	False
37581	1	10	False
1533	3	30	False
3871	2	11	False
7527	8	39	True
42485	3	15	True
50865	1	9	True
32128	1	17	False
36015	1	17	False
48779	1	25	False
18763	1	2	True
1906	1	22	False
15290	3	18	True
22158	1	3	False
37810	2	23	False
44068	1	7	False
22146	1	5	False
42725	1	21	True
17248	2	10	False
39650	1	27	False
29891	1	6	False
32102	13	71	False
1538	1	17	True
39149	1	3	False
27286	4	29	True
12722	1	41	True
42491	1	12	False
25973	3	10	False
