cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
47668	1	8193	False
27489	2	4460	False
43752	1	1896	False
32103	28	1633	False
50065	1	801	True
39965	12	1898	True
1542	8	1108	False
25980	3	765	False
23592	19	1620	False
3344	5	720	False
1601	2	958	False
48747	1	357	False
42519	2	461	True
22760	6	773	True
52216	8	367	False
6764	2	279	False
33331	7	526	False
40615	1	539	False
36691	5	239	False
3714	1	158	True
3770	1	288	False
46319	6	269	True
51246	2	104	False
46340	1	93	False
39340	1	149	False
16433	2	188	False
29242	1	81	True
35386	1	121	False
14020	1	51	False
33345	5	61	False
44953	5	94	True
22767	6	44	False
44949	6	257	True
23498	11	117	True
18246	2	63	False
33849	10	38	True
29780	1	140	False
24854	1	69	False
19626	3	146	True
41568	1	156	False
46219	1	12	False
31148	3	91	False
45429	2	12	False
43159	1	100	False
39321	5	72	True
1581	8	39	True
24878	3	37	False
31718	13	160	False
38885	1	162	False
40444	2	73	False
4601	7	50	False
7918	1	50	False
25240	2	36	True
34442	3	77	False
24080	1	107	False
7804	10	88	False
20725	7	53	False
35671	3	48	True
31467	1	106	False
31142	3	22	False
28343	2	13	False
11105	1	34	False
30774	1	24	False
51733	2	16	True
27308	2	256	False
40978	23	144	False
27055	5	74	False
41596	4	115	False
40986	1	35	False
20130	9	105	False
44064	10	38	True
45384	2	127	False
31152	1	35	False
28336	5	71	False
22511	3	156	False
1322	2	11	False
31724	1	3	False
31723	36	273	False
46560	2	12	False
3781	1	13	False
33393	1	1	False
492	1	77	False
34270	4	63	True
1529	2	40	False
19869	8	47	True
20888	8	71	False
46037	1	15	False
45950	1	33	False
51487	1	34	False
4950	1	50	False
27136	4	74	False
1522	14	110	False
18535	1	28	False
43593	1	14	False
22641	5	8	False
4428	12	24	True
31154	2	35	False
3876	4	30	True
29595	1	15	False
1318	7	14	True
25770	1	39	False
24559	14	38	True
33332	10	25	False
31149	4	20	False
28344	1	76	False
3870	12	91	False
41573	2	10	True
44181	1	35	False
7797	5	33	True
22341	4	5	False
734	9	26	False
25968	14	80	False
34593	4	39	True
50869	7	36	True
25231	2	39	False
25197	5	34	True
42752	1	33	False
43145	9	51	False
31150	1	1	True
18769	5	13	True
25669	1	6	False
15114	5	36	False
37804	3	13	True
1292	6	37	True
47594	1	1	False
36190	4	10	True
34430	9	38	True
45162	1	33	False
25647	3	99	False
17838	2	23	False
1299	2	5	True
1302	4	76	True
42486	2	3	True
24889	1	1	False
7858	1	1	False
50874	8	38	True
24240	2	94	False
27286	6	9	True
23639	3	12	True
18765	15	65	True
43070	1	1	False
36721	1	1	False
31354	1	23	False
42676	1	53	False
43545	3	14	False
3874	6	19	False
44094	3	4	False
21275	1	50	False
51243	4	7	False
26386	3	4	True
34605	2	59	False
9384	9	17	True
22761	7	30	True
42944	4	7	False
40174	1	2	False
50895	1	1	True
43150	3	13	False
27853	1	20	False
31720	10	37	False
23627	6	28	False
31173	1	33	False
19328	1	29	False
30745	4	37	True
51217	1	2	False
33760	3	43	True
776	3	5	False
44176	5	45	False
9526	6	97	False
42022	2	3	False
49869	1	3	False
36732	2	31	False
20893	4	19	True
51281	1	25	False
25643	19	83	False
18953	3	38	False
39981	3	11	False
1345	2	8	False
774	2	10	True
361	14	62	True
22319	2	16	True
43144	1	16	False
33780	2	5	False
47417	9	32	True
20887	15	53	True
27657	2	3	True
26586	3	38	False
45388	3	8	False
31726	7	45	False
29602	4	9	False
4595	1	8	False
24473	2	11	False
7802	1	7	False
39660	3	15	False
50010	1	4	False
17035	2	4	False
31737	5	15	False
8709	2	11	False
7953	5	31	False
18059	1	1	False
24222	1	11	False
27943	3	61	True
42513	2	2	False
43540	1	2	False
26744	3	18	False
30990	4	17	False
8219	1	22	False
13580	3	144	False
24459	6	53	False
23782	1	3	False
26742	1	18	False
12261	1	93	True
31293	11	94	True
32449	1	1	False
1532	13	40	True
3351	2	7	False
7128	2	13	False
28768	1	36	False
5097	1	10	False
8691	4	12	False
39709	1	37	False
32117	4	6	False
22642	8	95	True
