cluster_number	number_tcrs_in_cluster	total_multiplicity	is_cancer_assoc
371	1	10981	False
1320	2	1850	False
20887	27	827	True
17089	1	625	False
32146	1	496	False
31736	11	356	False
42926	11	367	True
25217	7	544	False
6747	1	343	False
6639	2	208	True
39105	1	660	False
8059	1	220	False
10960	10	296	True
1657	2	396	True
33327	9	209	False
20882	9	310	True
23823	1	134	False
20566	2	153	False
39080	5	255	False
9401	3	239	False
31298	6	379	False
39477	2	276	False
22040	1	149	False
27049	9	130	False
1542	6	252	False
1581	11	140	True
38685	5	265	False
30756	5	193	False
30747	10	250	False
33470	1	136	False
7151	1	205	False
23498	22	236	True
18341	2	157	False
29443	4	502	True
1339	6	156	True
25643	25	162	False
23497	15	162	True
48594	1	206	False
5023	3	143	False
44046	23	162	False
32609	18	160	True
14747	4	206	False
5024	13	192	False
10972	3	105	False
47635	13	106	False
40606	1	139	False
35660	5	117	False
35662	1	104	False
26919	2	112	False
50876	2	85	False
22770	4	104	False
46033	3	129	False
22319	5	113	True
4605	1	106	False
34457	2	106	False
22254	1	31	False
50861	5	136	False
6761	6	136	True
46034	5	76	False
30036	2	228	False
24559	21	134	True
33770	4	91	False
18550	6	117	False
22156	2	61	False
26609	6	108	False
50868	1	39	False
29775	2	89	False
39054	1	94	False
27460	10	102	True
50651	1	37	True
28105	6	153	False
12937	6	232	True
34592	11	121	True
41813	3	28	False
33331	7	49	False
22506	21	204	True
31730	18	88	False
37815	2	40	False
4628	2	57	False
26606	10	63	False
41559	6	97	False
8765	1	79	False
13828	1	97	False
30049	7	86	False
9713	1	125	False
35700	2	89	False
6658	2	66	False
36649	1	72	False
23605	2	131	False
35667	12	82	False
14191	1	46	False
23785	3	49	True
50404	1	38	False
14018	1	52	True
20888	14	56	False
35080	9	130	False
50667	3	67	False
21250	3	41	False
4066	1	78	False
25206	9	95	False
5947	1	54	False
33345	16	73	False
39104	1	60	False
50893	2	36	False
26650	3	35	False
361	20	121	True
35653	6	67	False
31808	2	51	False
33360	11	84	False
4608	3	153	False
22514	10	85	True
24218	2	44	False
51733	6	76	True
32103	36	172	False
12943	17	113	True
738	10	52	True
50073	1	61	False
1311	7	49	False
15292	3	99	False
39321	12	65	True
24884	2	67	False
27044	13	72	False
8757	3	48	False
26150	4	81	False
17104	2	22	False
27141	5	47	False
44976	1	60	False
27485	5	46	False
33346	3	35	False
40410	8	64	False
29090	1	52	False
33845	17	106	False
17034	11	61	False
36382	33	98	True
20747	2	34	True
34600	10	84	True
15586	19	117	True
24620	1	78	False
20734	1	50	False
22507	6	44	True
42953	5	46	False
25968	18	69	False
17606	5	47	False
29776	1	29	False
17041	3	42	False
31723	55	247	False
10884	1	29	False
36189	7	62	True
33344	10	78	False
31720	14	39	False
3893	4	32	False
33330	5	71	False
34107	3	65	True
26586	9	69	False
27458	5	22	True
1292	4	62	True
9848	1	35	False
3155	1	4	False
27059	2	21	False
36211	2	38	False
41601	1	28	False
27050	20	141	False
23790	1	54	False
33334	5	61	False
40172	5	51	False
10196	1	28	False
46163	1	14	False
34426	24	111	True
41612	1	10	False
29808	1	22	False
49431	4	38	False
50028	16	222	False
748	11	52	True
776	10	35	False
25972	5	96	False
47436	2	22	False
30060	1	31	False
24221	2	63	False
26732	3	29	True
28349	1	29	False
12142	1	39	False
1310	11	42	True
49152	1	38	False
49856	2	33	False
3917	2	23	False
40175	3	30	False
4596	9	60	False
42932	7	32	True
22309	1	17	False
18235	4	44	False
16418	9	31	True
7110	5	24	True
32457	1	54	False
7149	2	28	False
27913	2	23	False
44057	19	78	True
49175	3	63	True
40978	25	89	False
36207	2	34	False
28326	2	21	False
28837	1	70	False
44058	4	41	False
16419	5	27	True
47417	6	37	True
52259	2	30	False
8230	4	29	False
39744	1	23	False
30742	4	29	False
31718	14	49	False
18763	3	16	True
14031	2	28	False
43539	1	32	False
29439	8	41	True
30975	24	67	True
31169	2	39	False
1304	3	21	True
1547	9	49	False
33852	2	10	True
5813	7	75	True
43846	5	58	False
30299	4	40	True
9386	2	29	False
9768	1	60	False
30054	2	57	True
39320	11	28	True
410	1	14	False
14711	1	29	False
23501	8	57	True
1316	1	13	False
50900	2	18	False
5026	17	119	True
50025	26	89	True
9863	6	73	False
1613	2	29	False
17428	1	43	False
36384	5	35	False
11677	3	29	False
31784	2	20	False
39134	1	19	False
41346	4	26	True
10974	2	12	True
13808	9	25	True
3870	17	62	False
50033	4	22	False
17452	5	83	False
8213	6	24	False
22159	1	10	False
46458	1	20	False
13816	5	22	False
37817	2	9	True
44981	1	87	True
42508	11	48	True
746	14	41	False
39351	3	17	False
32109	5	55	False
1808	5	16	False
50880	6	22	False
4594	7	20	False
50066	3	29	False
13587	2	30	False
18044	1	12	True
27290	2	20	False
13571	13	69	False
14537	1	6	False
25200	13	52	True
42943	25	68	False
44055	19	49	True
18768	4	36	False
1309	13	40	True
32615	3	32	True
42559	1	33	False
22483	2	9	False
44684	1	20	False
7824	3	16	False
13990	1	58	False
9378	14	51	True
22640	11	51	True
34028	1	23	False
33855	5	18	False
32619	2	34	False
48787	4	57	False
15719	1	16	False
39622	1	12	False
16423	4	26	False
15299	7	22	True
29247	20	75	True
15139	9	48	False
27670	4	34	True
12948	7	58	True
4601	16	65	False
19629	2	79	True
23607	2	15	False
31429	10	30	True
26903	2	15	True
49029	6	34	True
6661	4	9	False
30764	2	11	False
50911	1	12	False
41585	2	8	False
34650	1	21	False
31295	2	20	False
33337	8	28	False
33851	12	32	True
25645	15	51	True
29243	3	18	False
24257	3	19	False
30279	3	16	True
7827	1	13	False
41021	2	49	False
4610	1	12	False
4060	1	18	False
39643	6	38	True
42976	5	36	False
44257	1	40	False
14541	2	15	False
50192	1	12	False
7097	9	31	True
8854	1	14	False
29596	7	23	True
34430	10	19	True
16437	3	11	False
35716	2	47	False
28632	1	20	False
47537	1	10	False
8189	1	6	False
25260	2	14	False
47846	1	68	False
17047	5	16	False
4854	2	10	False
21599	1	33	False
44977	2	10	False
30277	7	22	True
28593	1	26	False
20722	5	13	True
28369	1	7	False
27072	1	7	False
27124	10	62	False
22149	1	3	False
26587	14	43	False
7088	8	31	False
26588	9	48	False
41549	3	32	True
42535	2	21	True
26912	10	33	True
6615	2	22	False
47084	1	18	False
22366	1	2	False
7225	4	18	False
734	17	49	False
27488	6	21	False
16074	1	6	True
30774	8	18	False
20886	10	38	True
50649	2	14	False
18776	4	25	False
38918	1	19	False
34436	21	59	True
43576	1	12	False
29272	1	8	False
17236	2	18	False
51251	3	10	False
12960	3	24	False
47421	2	30	False
34602	7	24	True
14360	2	17	False
11711	2	23	False
50427	5	24	False
42749	1	9	False
7962	2	13	False
1294	5	15	True
31442	1	16	False
31296	8	25	True
9867	6	23	False
43505	1	2	False
23629	1	30	False
33379	2	16	False
10063	3	26	True
10954	5	33	True
42025	1	3	False
39917	1	3	False
39097	1	18	False
37809	3	9	True
4016	1	12	False
30273	6	31	True
48171	2	4	True
20618	1	5	False
740	13	26	True
5304	4	36	False
21550	5	34	False
11962	7	17	False
40215	1	6	False
41839	2	3	False
42488	14	45	False
50866	4	24	False
10445	1	12	False
34619	2	12	False
31762	1	13	False
17456	1	2	False
14030	2	25	False
7939	3	6	False
37618	3	13	True
14930	4	23	False
36200	2	38	False
8712	4	23	False
20721	11	35	True
7799	11	32	True
26907	6	20	True
48196	2	5	False
32110	10	21	False
491	6	17	False
25208	7	22	False
27042	24	66	True
8683	2	11	False
20551	3	20	False
7091	6	21	False
6002	2	8	False
22643	8	27	True
50693	1	28	False
25658	2	5	False
7120	1	17	False
11947	4	24	False
20732	5	25	False
3888	1	5	False
5621	1	12	False
9526	7	21	False
33339	10	42	False
14705	1	12	False
32608	3	8	True
26633	1	15	False
42031	2	21	False
31742	2	3	False
10074	1	23	False
17033	14	61	True
48263	1	2	False
33419	1	2	False
41572	1	6	False
22135	2	7	False
39462	3	5	True
26900	19	50	True
26381	11	26	True
29445	4	10	True
50874	6	26	True
33844	15	44	False
20755	1	3	False
41811	4	7	True
48587	12	30	True
27123	18	55	True
43182	1	3	False
16440	9	27	True
41237	1	14	False
7610	2	38	True
48172	4	7	True
16257	4	15	False
33630	3	13	False
14918	5	12	False
27286	4	16	True
34460	2	20	False
48176	2	3	False
33856	4	23	True
27660	4	14	True
22139	2	5	False
23610	4	28	False
40465	2	9	False
26913	3	7	True
33771	1	5	True
10666	1	15	False
32311	1	19	False
19919	1	10	False
14382	1	5	False
46758	3	15	False
1582	2	5	True
10403	7	17	False
30048	3	8	False
28529	1	5	False
10088	1	21	False
34291	1	7	False
34427	5	13	False
6621	3	4	False
41915	1	6	False
52233	6	15	False
25970	21	73	False
11054	1	2	False
13823	1	12	False
34598	18	67	False
25976	9	15	False
18899	1	3	False
17830	5	22	True
44169	6	13	False
10060	1	26	False
9904	2	17	False
21562	2	10	False
42486	9	20	True
43143	11	33	True
18264	1	4	False
22908	7	14	True
9720	1	13	False
28122	1	21	False
37816	1	4	False
22182	1	1	False
22761	13	34	True
51254	2	7	False
2921	3	4	True
4625	9	11	False
42523	3	18	True
2910	4	6	False
39690	3	16	True
27519	1	3	False
42946	2	9	True
44957	1	42	True
33361	2	6	False
41809	2	4	False
39647	4	9	True
41607	1	37	False
9380	3	21	False
29268	2	5	False
9766	1	5	False
33585	1	15	True
9382	2	11	True
33847	3	9	True
13838	3	14	False
22140	3	4	False
1530	3	14	True
41553	15	38	True
46674	1	6	False
50883	4	19	False
31753	3	5	False
32113	1	3	False
31431	1	17	False
27133	7	30	False
32303	1	15	False
30778	9	22	True
26396	1	6	False
2929	1	2	False
26000	1	2	False
48321	1	1	False
33371	1	9	False
41999	1	1	False
42512	4	13	False
30386	1	13	False
20750	1	4	False
27055	5	9	False
50864	5	22	True
29244	4	26	False
26151	5	16	False
48181	1	1	False
40974	8	32	True
39965	8	20	True
36383	5	8	False
33953	1	1	False
34103	6	14	True
227	1	7	False
51239	9	13	True
25224	8	72	False
44625	11	37	False
48179	1	1	False
25089	1	17	False
31860	1	3	False
3887	2	13	True
41820	1	1	False
36389	4	17	False
27688	2	7	True
24281	1	8	False
4602	2	8	False
27685	2	14	False
23638	1	4	False
43533	1	4	False
40993	6	9	True
16421	17	37	False
50686	2	10	False
39884	1	2	False
36693	6	22	False
22155	2	9	False
378	1	7	False
6613	3	4	False
9233	1	7	False
33594	3	6	False
4429	9	35	True
16449	4	28	True
44287	1	9	False
44175	1	12	False
6985	1	17	False
52274	3	9	False
23592	19	58	False
51734	1	4	False
23767	2	13	True
25444	1	11	False
26147	2	11	False
44955	9	21	True
26747	3	11	False
39973	4	20	False
24578	3	14	False
52241	3	9	False
34638	2	2	False
18943	1	11	False
31715	9	29	False
33589	16	33	True
27048	9	18	True
9872	2	11	True
2916	1	1	False
50051	1	3	False
20737	1	5	False
22801	1	2	False
34105	10	22	False
34106	5	8	False
27491	4	18	True
42425	1	5	False
757	2	8	False
32112	7	17	False
32115	5	10	False
46654	1	15	False
20725	5	13	False
50878	14	36	False
32628	1	4	True
4428	17	35	True
39332	2	19	False
28341	18	28	True
27127	9	33	False
41807	1	1	False
7103	8	14	True
44959	13	36	True
33352	1	14	False
23627	3	6	False
21833	1	9	False
31767	2	5	False
31146	3	7	False
39401	1	4	False
9221	2	8	False
16173	1	7	False
39078	24	47	False
39081	5	9	False
9389	7	18	False
50058	1	10	False
1536	6	33	False
33867	2	4	True
35826	1	2	False
51236	1	4	True
3876	15	33	True
46050	2	3	False
46132	1	7	False
33764	9	23	True
27047	4	10	True
42492	14	23	True
7968	1	2	False
1300	8	15	False
22644	5	21	True
39966	3	6	True
42684	1	8	False
37227	3	11	False
38959	1	21	False
13975	4	9	True
13970	3	8	False
7800	4	18	False
7797	6	15	True
39524	1	2	False
17607	2	10	False
39365	1	4	False
51227	11	36	True
20920	2	9	True
32106	6	22	False
24558	13	26	True
8209	14	41	False
6781	3	15	True
42549	1	9	False
1533	6	15	False
26947	1	3	False
51155	1	3	False
29339	1	3	False
20929	1	7	True
36919	3	12	False
2362	2	4	False
4728	1	5	False
27495	2	7	False
50906	3	7	False
21048	4	7	False
44045	8	12	True
24224	3	12	False
23792	2	5	False
8204	25	57	True
42933	3	7	False
1321	3	8	False
51371	1	2	False
4694	1	6	False
2904	2	8	False
21875	1	2	False
2915	1	1	False
18761	2	5	False
3341	9	25	False
50676	1	5	False
743	14	26	False
31776	1	8	False
44391	1	4	False
16848	4	16	False
45001	1	4	False
2798	1	2	False
1570	5	13	True
1526	15	39	False
29240	1	3	False
3658	4	8	True
39649	3	9	False
25971	2	4	False
37811	2	3	True
31778	3	11	False
778	5	20	False
43394	1	60	False
13991	8	14	True
35680	5	20	True
39648	3	12	True
30759	8	14	False
26682	1	6	False
19869	4	9	True
30272	1	8	False
31741	8	20	False
11980	1	6	False
34591	2	4	False
21726	1	8	False
22321	1	3	False
22313	5	18	True
23772	8	13	True
13624	1	2	False
41590	1	15	False
13945	1	9	False
20892	11	27	True
25193	5	12	False
39247	1	13	False
39143	4	6	False
16460	2	13	False
52217	7	15	False
47136	1	7	False
40219	1	9	False
1595	1	3	False
27469	4	7	False
42978	2	5	False
33763	7	19	True
29803	2	5	False
500	4	5	False
12741	3	12	False
30296	1	3	False
48776	1	9	False
5620	8	15	True
28797	3	5	True
8541	9	24	True
11993	1	7	False
43542	5	10	False
24566	2	9	False
22763	6	10	True
45065	1	5	False
26596	12	25	False
27144	1	8	False
49028	7	9	True
43095	1	4	False
48414	1	4	False
34601	5	12	False
37924	1	10	False
35778	1	2	False
34115	1	4	False
7090	4	14	False
3891	1	4	False
3991	3	5	False
1302	6	11	True
6361	3	12	True
43987	1	11	False
30309	1	2	False
32838	1	2	False
46796	2	5	False
38701	2	4	False
34446	4	8	True
27464	1	3	False
31149	4	10	False
36386	3	3	True
765	2	3	False
1319	1	4	False
3928	2	4	False
11742	1	2	False
4004	1	2	False
44953	2	18	True
26638	2	3	False
11694	5	21	False
22153	1	3	False
15126	5	13	False
43625	1	16	False
35652	1	3	True
30823	2	6	False
7124	3	6	False
36734	1	6	False
2895	1	1	False
42519	4	11	True
25978	1	5	False
26032	1	1	False
1960	8	17	False
18157	1	4	False
28156	1	2	False
44047	8	11	True
3868	4	10	False
22789	2	13	False
30979	17	44	True
51281	1	3	False
1843	2	9	False
21255	3	6	True
7541	1	2	False
49459	1	5	False
18966	1	5	False
40176	4	11	False
1298	1	3	False
26600	6	34	False
33349	4	8	False
9886	3	13	False
49526	1	14	False
3670	1	2	False
43146	3	14	False
42174	2	4	False
38917	2	17	False
26386	4	11	True
11041	1	8	False
26599	21	49	True
10957	7	39	True
16073	4	21	True
28644	1	2	False
44640	5	12	False
21574	1	3	False
1537	10	26	True
28137	3	10	False
17634	2	3	False
50990	1	2	False
37862	1	2	False
1971	2	6	True
21936	4	10	False
47420	3	7	False
