cluster_number	contributing_patients	num_tcrs_in_clust	total_reads	is_cancer_assoc
41417	3	3	4	False
5443	29	85	219	False
50892	11	14	33	False
49944	2	2	4	False
35099	6	6	7	False
51703	2	2	5	False
5808	25	62	195	False
23643	10	13	57	False
27059	21	38	56	False
23810	19	29	63	False
22334	11	14	43	False
35077	20	38	86	False
22368	10	11	21	False
27138	22	40	186	False
38384	5	6	45	False
42938	16	25	73	False
20402	19	37	254	False
43179	6	6	38	False
23856	3	3	3	False
8220	10	18	1171	False
3883	17	21	73	False
25664	7	7	9	False
12864	4	4	7	False
15092	1	1	1	False
37921	7	8	12	False
39667	27	65	296	False
40424	12	12	43	False
46316	23	51	95	False
45192	4	4	10	False
6816	5	5	9	False
36690	12	22	56	False
42161	17	26	48	False
51258	9	11	55	True
38102	2	2	5	False
50699	4	5	14	False
39384	2	2	4	False
21251	25	59	158	False
22673	8	9	238	False
26726	22	39	202	True
39789	2	2	3	False
1539	13	19	62	False
12141	4	5	18	False
13607	6	6	11	False
21254	15	33	91	True
16566	3	3	6	False
13621	12	15	102	False
14924	4	5	6	False
37912	21	35	67	False
1315	7	9	11	False
29777	5	5	6	False
40990	11	15	59	True
47466	2	2	3	False
24169	3	3	6	False
33595	11	13	27	False
9225	6	8	17	False
8372	1	1	1	False
30742	14	19	69	False
46763	14	33	71	True
34065	2	2	3	False
3900	8	11	25	False
23022	2	2	2	False
30354	1	1	1	False
49044	9	11	369	False
35715	5	5	9	False
31767	23	32	241	False
29169	2	2	5	False
27470	28	56	194	False
30740	21	38	107	True
50428	15	23	55	False
36383	32	137	421	False
28835	18	34	50	False
19039	1	1	1	False
36729	11	12	188	False
5030	23	37	125	False
32627	9	12	15	False
15568	1	1	1	False
31564	1	1	2	False
45045	2	2	2	False
24307	3	3	22	False
11318	1	1	2	False
40583	16	28	97	False
11520	3	3	10	False
4478	12	15	67	False
24880	9	11	40	False
5640	10	11	14	False
41423	1	2	2	False
34596	14	21	42	False
3905	20	35	80	False
20576	7	7	12	False
36861	2	2	2	False
42183	2	2	2	False
8793	5	6	12	False
26750	11	12	24	False
26743	17	23	33	True
35725	13	13	50	False
23718	1	1	1	False
3874	29	66	168	False
52025	25	48	222	False
7569	16	25	547	True
39368	3	3	3	False
30961	1	2	2	False
297	2	2	2	False
6433	6	6	10	False
33599	12	21	51	False
17343	3	3	5	False
2191	10	12	27	False
30654	1	1	2	False
19630	24	43	244	False
50053	18	26	53	False
51339	2	2	2	False
17093	5	6	12	False
12157	6	7	74	False
17057	4	4	5	False
28527	1	1	1	False
29582	2	2	6	False
17489	2	2	6	False
527	7	7	17	False
14057	1	1	1	False
30801	11	15	188	False
14621	3	3	72	False
32589	1	1	1	False
24397	1	1	2	False
3123	2	4	4	False
2351	14	18	48	False
5806	24	47	94	False
40340	1	1	1	False
41280	2	2	3	False
37601	18	27	60	False
35059	25	64	152	False
16451	6	7	18	False
28923	1	1	1	False
16926	1	1	1	False
45857	3	3	4	False
28888	3	3	4	False
13920	2	2	4	False
20998	2	2	3	False
46358	12	14	64	False
37097	2	2	3	False
18546	22	33	78	True
12978	12	15	34	False
4055	26	86	346	True
47901	28	72	296	True
38684	9	9	12	False
16575	1	2	2	False
30812	16	26	56	False
13121	25	65	175	False
2502	18	34	276	False
33397	6	8	21	False
14049	12	14	28	False
48791	26	48	129	False
32135	10	13	39	False
15132	14	18	61	False
1628	6	6	43	False
46262	1	1	1	False
38608	3	4	5	False
2190	3	6	15	False
11234	13	17	51	False
4669	4	4	63	False
9605	2	2	2	False
22336	25	41	219	False
51419	22	45	126	False
34412	2	2	2	False
19359	2	2	2	False
50653	11	12	24	False
26611	6	6	82	False
39299	1	1	1	False
45420	23	35	266	False
15296	6	6	8	False
45007	5	5	8	False
17607	20	35	104	False
17612	16	26	524	False
39989	18	34	199	False
10414	18	32	76	True
45126	15	22	47	False
15727	26	59	90	True
39987	6	7	48	False
13840	8	8	8	False
44118	2	3	7	False
141	5	5	7	True
18741	1	1	1	False
10833	2	2	2	False
30997	14	15	17	True
49028	31	157	517	True
47952	11	12	16	False
935	10	16	28	False
46757	15	21	43	False
18799	6	7	9	False
37963	6	7	8	False
39437	2	2	3	False
12645	1	1	1	False
5823	15	24	38	False
49935	2	2	2	False
29616	8	12	47	False
9524	14	18	105	False
12770	1	1	1	False
24578	20	39	139	False
11360	2	2	2	False
48781	26	74	248	False
19668	4	5	9	False
29039	1	1	1	False
2326	13	20	117	False
7531	31	180	502	False
39582	1	1	1	False
42983	25	45	117	True
6187	23	47	261	False
5913	2	2	4	False
12963	21	35	101	False
41137	2	2	4	False
7970	15	25	54	False
50932	10	11	16	False
29462	25	47	93	True
13291	10	11	14	False
20130	31	138	381	False
34435	30	92	296	False
42676	14	19	75	False
20176	10	11	13	False
28761	1	1	1	False
52230	13	20	56	False
46754	28	104	445	True
6613	19	38	77	False
26640	20	26	69	False
38537	2	2	6	False
15307	27	82	228	True
16240	2	2	27	False
15088	2	2	2	False
46531	2	2	2	False
35728	3	3	11	False
39325	11	11	22	False
15919	1	1	1	False
31739	24	47	196	False
12920	2	2	5	False
48775	23	42	156	False
14497	16	26	172	False
43848	22	43	87	True
6460	2	2	2	False
36389	17	27	57	False
4685	1	1	1	False
10761	2	2	4	False
7011	1	1	1	False
35063	18	30	92	True
30528	27	73	143	False
30530	20	29	135	False
969	9	17	30	False
7559	18	34	122	False
11463	1	1	1	False
4383	5	5	10	False
6779	19	38	368	False
5380	1	1	1	False
40613	18	24	45	False
11282	4	6	8	True
1108	2	2	4	False
47914	6	6	11	False
6808	6	7	12	False
51246	18	33	167	False
47652	5	5	18	False
34116	25	61	115	False
43391	1	1	1	False
13119	31	84	349	False
41190	7	7	7	False
35911	14	19	57	False
44879	1	2	2	False
25659	11	17	82	False
38390	5	5	10	False
28118	8	9	17	False
5309	5	5	20	False
49039	12	16	29	False
47747	2	2	3	False
32818	15	20	368	False
11485	6	7	31	False
2649	2	2	2	False
14020	27	64	242	False
30803	15	17	24	False
5031	17	20	123	False
2491	17	30	88	False
30632	1	1	1	False
36381	32	129	501	False
2187	14	17	35	True
8478	3	3	5	False
14506	15	27	55	True
13478	9	11	39	False
31313	19	37	168	False
25472	9	11	59	False
26149	23	46	209	False
26155	23	41	120	True
42737	3	3	4	False
34480	4	4	39	False
52205	1	1	1	False
21127	2	2	2	False
14961	10	12	33	False
8979	2	2	2	False
6796	5	5	6	False
41608	7	7	10	False
42662	19	35	82	False
32842	11	11	15	False
5625	23	50	123	False
30544	5	5	36	False
49170	3	3	3	False
4067	5	5	5	False
6168	17	21	81	False
3691	11	13	27	False
43353	6	8	13	False
31057	1	2	2	False
20151	22	43	114	False
26517	2	2	3	False
52034	18	22	23	False
11076	2	2	5	False
36507	3	3	5	False
11343	5	5	9	False
46377	1	1	1	False
16646	23	39	53	True
4206	2	2	2	False
29938	1	1	1	False
5455	15	23	30	False
2204	18	24	52	False
50185	3	3	35	False
28664	11	12	87	False
2320	29	65	179	True
18552	24	44	88	False
9719	12	18	34	False
40603	14	16	33	False
6496	1	2	2	False
11407	2	2	2	False
2216	14	17	67	False
40629	9	10	36	False
972	10	18	36	False
7626	13	17	446	True
932	13	19	28	False
12471	6	6	7	False
8535	12	17	132	True
45035	2	2	2	False
50447	29	49	216	True
15734	12	18	105	False
30274	21	39	75	False
6139	3	3	9	False
50087	6	6	11	False
12741	11	11	17	False
5498	1	1	1	False
43858	24	48	323	False
17836	20	41	54	False
2221	15	26	56	False
33609	15	21	34	True
8334	1	1	1	False
27068	3	3	5	False
11755	1	1	1	False
12733	21	43	116	True
13810	22	43	115	True
30465	1	1	1	False
22909	21	43	58	False
43488	1	2	2	False
32797	11	14	31	False
47645	18	38	126	False
24557	20	39	70	True
10641	19	26	41	False
9726	7	8	13	False
14382	6	6	7	False
32625	19	29	119	False
19912	4	4	4	False
5170	17	25	121	False
35145	8	8	15	False
29993	1	1	1	False
30702	1	1	1	False
23169	6	6	14	False
34283	5	5	7	False
2751	6	9	19	False
5447	22	35	127	True
31434	14	22	35	False
42684	27	55	233	False
23960	22	49	167	False
34919	3	3	9	False
18010	2	2	3	False
35102	13	19	35	False
6003	10	12	20	False
6008	20	32	74	False
34044	2	2	3	False
25048	2	2	2	False
24833	1	1	1	False
20195	10	15	28	False
40007	4	5	8	False
21252	13	19	55	False
22910	30	65	201	False
45930	2	2	7	False
46910	29	86	526	False
49173	18	29	882	False
11220	28	44	59	False
46332	12	15	32	False
13826	11	14	31	False
13771	4	4	5	False
25462	16	21	37	False
2756	13	17	38	False
28823	22	41	147	False
26186	5	5	18	False
13318	2	2	2	False
49148	29	106	566	False
4157	2	2	2	False
12936	36	168	789	False
25955	1	1	1	False
20375	24	46	190	True
45834	18	38	66	False
12856	2	2	4	False
10958	24	61	112	True
11972	14	20	34	False
44195	7	7	28	False
32117	29	63	160	False
5672	3	3	3	False
11733	5	5	11	False
8426	2	2	2	False
41257	1	1	1	False
29252	34	188	488	True
18575	21	25	68	False
13898	2	2	3	False
7810	24	54	168	False
25554	3	3	5	False
16641	19	38	100	False
10519	1	1	1	False
21245	15	18	28	True
40604	17	30	413	False
36916	12	23	26	False
15309	5	5	13	False
5177	7	9	15	False
33042	23	41	66	True
2494	28	97	204	True
5639	8	8	8	False
929	22	52	130	False
5485	4	5	7	False
10984	6	9	38	True
45798	1	1	1	False
20600	2	2	3	False
51855	3	3	3	False
47939	12	18	68	False
41604	3	4	910	False
51256	3	4	526	False
31816	2	2	129	False
23496	25	77	1026	False
39566	2	2	107	False
13737	1	1	144	False
41901	2	2	103	False
35778	1	1	203	False
26943	9	17	126	False
51036	9	11	339	False
25228	20	44	327	False
23749	2	2	83	False
31865	1	1	49	False
1296	23	53	349	True
25271	10	17	189	False
2893	1	1	44	False
28221	3	3	114	False
33450	2	2	93	False
22851	2	2	63	False
26037	1	1	83	False
6687	5	5	30	False
8562	1	2	42	False
51223	13	19	95	False
9380	20	36	237	False
41612	8	8	51	False
31957	2	2	48	False
4823	2	2	59	False
13391	2	2	40	False
4619	2	2	130	False
48206	2	2	22	False
41556	8	14	86	False
50876	18	33	193	False
22354	14	16	72	False
32314	3	3	133	False
36567	3	3	81	False
31763	15	25	72	False
41949	1	1	16	False
27344	5	6	59	False
44984	15	24	87	False
37789	1	2	29	False
31484	6	7	59	False
16453	17	27	195	False
11048	7	8	247	False
9495	1	1	28	False
4971	1	1	48	False
11117	3	3	39	False
28148	7	8	109	False
27145	3	5	77	False
26416	5	5	42	False
41564	17	25	100	True
26966	1	1	45	False
12886	2	2	79	False
3948	1	1	54	False
45023	1	1	24	False
27047	23	53	236	True
31087	1	2	84	False
51009	1	1	54	False
14720	3	4	46	False
30932	2	2	22	False
31239	1	1	65	False
11772	2	2	36	False
33430	8	9	80	False
25979	15	32	162	False
37959	3	3	48	False
28549	1	1	23	False
13242	1	1	26	False
46190	2	2	20	False
42084	1	1	17	False
32238	1	1	13	False
50149	1	1	20	False
23758	1	1	20	False
27696	14	23	195	False
20939	6	6	127	False
18608	12	14	181	False
8281	8	8	58	False
25975	19	44	174	False
31769	18	29	100	False
44624	22	40	159	False
29089	8	10	62	False
46972	1	2	34	False
39781	1	1	10	False
1372	10	14	69	False
37808	21	44	250	True
13575	12	19	48	False
35658	23	50	180	True
23793	10	11	33	True
20799	3	3	18	False
38931	4	4	24	False
22141	9	13	104	False
41868	2	2	7	False
29374	1	2	15	False
31442	14	22	143	False
22785	2	2	17	False
32638	16	29	82	True
50685	7	7	43	False
30313	5	5	49	True
40529	2	2	14	False
35067	21	39	178	False
3968	1	2	30	False
8903	2	2	40	False
14099	1	1	18	False
22146	25	57	143	False
9244	4	4	28	False
39090	17	29	100	False
47107	9	10	52	False
4660	4	4	74	False
40474	3	3	32	False
44977	12	18	39	False
42033	3	4	39	False
15349	19	34	155	False
39137	7	13	80	False
50894	8	11	33	False
49439	16	29	98	False
26604	13	23	241	False
39900	1	2	6	False
1531	12	13	66	False
46770	6	9	135	False
33672	2	2	19	False
19325	1	1	20	False
14365	11	15	80	False
41349	17	28	62	False
3443	2	2	19	False
22416	1	1	14	False
39644	24	57	143	False
3933	2	3	12	False
30763	15	24	102	False
40182	9	9	37	False
28536	1	1	13	False
22335	12	19	71	False
23504	14	20	82	False
38917	13	21	125	False
42083	1	1	4	False
38081	1	1	25	False
28494	1	1	16	False
31776	15	19	62	False
32655	7	8	56	False
9429	4	5	52	False
34306	1	2	11	False
46222	2	2	20	False
5451	14	22	111	False
9392	12	13	50	True
17207	1	2	23	False
39530	2	2	21	False
33617	9	12	42	False
38359	11	15	35	False
1593	17	29	59	True
27576	1	1	33	False
26000	14	19	50	False
35119	1	1	15	False
34450	10	11	40	False
27307	6	6	69	False
18763	15	30	74	True
9218	4	4	14	False
29120	7	8	28	False
41912	1	1	4	False
12987	9	10	57	False
5079	1	1	8	False
27338	1	2	6	False
6657	7	8	32	True
17529	1	1	17	False
12123	7	8	32	False
36686	19	35	69	False
7549	12	18	142	True
34607	12	16	74	True
13425	1	1	5	False
14455	2	2	13	False
388	9	12	33	False
42007	2	2	11	False
49825	13	17	67	False
41018	3	3	5	False
52265	6	7	61	False
34653	1	1	7	False
37926	10	11	33	False
51828	1	1	7	False
51247	8	11	143	False
30882	2	2	3	False
1345	10	16	56	False
21562	22	67	459	False
20837	1	1	9	False
4665	3	5	21	False
51293	2	2	9	False
30310	22	31	91	True
27139	6	8	48	False
27141	22	47	117	False
44646	4	4	24	False
10532	2	2	6	False
42020	4	4	14	False
51753	9	13	27	False
51755	18	30	75	False
39151	1	1	16	False
12101	1	1	6	False
30268	2	2	23	False
8755	10	16	68	True
32436	2	2	8	False
18361	2	2	6	False
8241	14	19	36	False
48194	6	8	19	False
40259	1	1	18	False
51113	1	1	18	False
33407	7	7	26	False
3898	8	9	26	False
33588	4	6	32	False
25653	5	5	9	True
14934	3	3	58	False
50867	25	57	127	True
26423	2	2	21	False
47174	1	1	16	False
29087	17	28	167	False
46097	1	1	13	False
9206	22	44	161	False
42390	1	1	12	False
13343	2	2	5	False
18977	15	17	40	False
49844	18	32	155	False
16627	1	1	11	False
26646	5	8	18	False
31998	1	1	12	False
3589	1	1	11	False
43433	1	2	19	False
28169	1	1	3	False
37720	1	1	27	False
25656	4	5	30	False
29233	1	1	7	False
29075	2	3	5	False
1551	8	10	55	False
14722	7	10	477	False
20885	6	6	14	False
10985	23	35	87	True
20909	11	13	77	False
2748	1	2	7	False
782	21	29	150	False
51812	2	2	6	False
51271	4	4	8	False
1856	4	4	28	False
24226	25	57	224	False
27069	8	9	29	False
33545	2	2	4	False
34098	13	20	69	False
14007	2	4	21	False
1656	1	1	4	False
27324	10	11	46	False
27737	1	1	5	False
516	13	14	32	False
16050	1	1	9	False
27077	1	1	4	False
17422	10	14	48	False
27535	2	3	4	False
50012	1	1	13	False
35719	17	25	62	False
3401	2	2	11	False
909	1	1	3	False
17833	17	25	109	False
40205	5	5	30	False
39491	5	5	35	False
35880	1	1	2	False
20902	6	8	30	False
36318	2	2	4	False
15619	12	13	17	False
25223	6	6	19	False
32336	2	2	6	False
3568	1	2	11	False
8280	1	1	3	False
17964	2	3	13	False
26698	2	2	15	False
33449	4	4	10	False
34617	16	26	43	False
41809	16	26	83	False
22330	9	14	32	False
39463	2	2	12	False
30278	7	14	47	False
17211	1	1	22	False
9241	2	3	4	False
27178	7	8	24	False
5570	1	1	16	False
26687	2	2	11	False
15318	9	11	26	False
41593	4	5	9	False
16525	1	1	13	False
18908	2	2	3	False
3723	2	2	10	False
47464	4	6	24	False
2870	2	2	4	False
52239	5	7	12	False
23784	5	7	20	False
26092	1	1	3	False
44093	2	2	4	False
10789	1	1	7	False
17864	3	4	8	False
22142	6	6	24	False
21701	22	40	67	False
33963	1	2	7	False
1608	11	21	112	False
1347	12	16	36	False
1497	2	2	3	False
26431	5	5	15	False
31325	10	13	32	False
46954	4	5	7	False
41031	5	5	16	False
22268	1	1	2	False
22322	6	7	9	False
23523	7	8	37	False
42165	8	9	36	False
34463	9	12	33	False
35798	2	2	3	False
1453	2	2	3	False
6746	1	1	3	False
42444	2	2	8	False
4597	5	5	9	False
28644	14	28	44	False
907	2	2	10	False
33984	2	2	4	False
40218	15	20	51	False
27466	26	62	186	True
39780	2	2	5	False
25993	3	3	6	False
13602	11	13	32	False
51251	23	60	242	False
7106	12	15	97	False
27805	1	1	3	False
7142	11	16	43	False
40063	2	2	6	False
30053	13	14	44	True
27538	6	9	38	False
18815	4	6	18	False
20741	17	32	81	True
43166	7	9	14	False
36167	1	1	7	False
3972	1	1	12	False
20920	18	34	119	True
41908	2	2	3	False
29144	3	3	8	False
16477	2	2	3	False
3865	14	24	53	False
28376	17	25	63	False
44078	13	21	117	False
26699	2	2	3	False
16260	8	11	28	False
38895	1	1	11	False
33424	5	5	18	False
52244	8	10	37	False
15202	1	1	4	False
32660	5	5	33	False
14053	1	1	6	False
33970	1	2	9	False
23512	13	20	241	False
6668	3	3	3	False
3867	12	23	29	False
6641	16	20	53	False
2894	11	15	23	False
44662	6	6	9	False
13038	2	2	4	True
22172	3	3	4	False
22429	2	2	59	False
50534	1	1	11	False
4663	6	7	15	False
10965	13	19	59	False
32801	26	70	136	True
16623	1	1	2	False
44745	1	1	4	False
8554	6	8	35	False
49620	1	1	2	False
11168	1	1	11	False
2900	17	25	71	False
42516	14	20	68	False
50057	16	21	60	False
26761	7	7	22	False
35676	17	31	115	False
9664	4	4	14	False
26415	4	4	44	False
7124	18	43	94	False
17046	8	9	14	False
34449	26	47	231	True
33401	4	4	6	False
34610	4	4	17	False
34931	1	1	18	False
31937	1	1	3	False
18297	2	2	9	False
8014	8	10	25	False
35687	12	15	58	False
50879	8	9	20	False
50922	6	7	15	False
51729	10	12	85	False
36777	2	2	8	False
30820	8	9	23	False
9220	17	28	99	False
15657	2	2	26	False
10047	2	2	15	False
2383	1	1	3	False
49940	3	3	5	False
23507	22	39	508	False
38033	2	2	4	False
36280	1	1	7	False
51366	1	1	1	False
9232	19	31	73	False
45028	1	1	11	False
21785	1	1	16	False
8684	15	21	80	False
26006	8	9	37	False
35885	1	1	1	False
34464	3	3	6	False
36704	7	9	30	False
50223	1	1	2	False
21537	1	1	13	False
26595	2	4	20	False
27947	19	37	58	False
22929	9	13	57	False
38528	4	5	19	False
7814	5	6	32	False
42599	2	2	6	False
39685	15	17	202	False
35644	19	25	46	False
30303	5	10	22	False
34588	1	1	1	False
9233	1	1	1	False
15219	2	2	4	False
30284	17	26	164	True
12962	18	35	161	False
11476	11	15	57	False
9862	7	8	48	False
18553	23	43	171	False
9865	11	15	29	False
15598	17	39	115	False
30197	2	2	27	False
17456	9	9	17	False
1636	5	6	11	False
7890	1	1	12	False
27481	8	11	28	False
26072	1	1	2	False
8004	2	2	9	False
51034	10	10	43	False
18823	9	10	22	False
38820	1	1	2	False
28186	4	4	12	False
30816	5	5	11	False
7086	10	13	54	False
805	2	3	14	False
9491	2	2	9	False
42959	22	45	80	False
3313	2	2	3	False
6777	9	12	35	False
16465	10	16	33	False
24616	5	7	17	False
42934	20	46	427	False
22145	6	8	65	False
35166	2	2	4	False
24519	1	1	8	False
14021	1	1	4	False
20191	7	9	18	False
1662	8	8	31	False
8707	13	16	132	False
40196	7	11	17	False
8024	2	2	5	False
7937	7	9	16	False
50644	16	28	87	True
17621	2	2	2	False
16505	3	3	5	False
20991	2	2	4	False
28403	1	1	1	False
18230	1	1	3	False
745	18	33	88	True
18040	8	14	293	True
51230	25	48	796	False
48275	2	2	2	False
44259	7	7	28	False
39317	1	1	5	False
21940	14	25	112	False
31498	3	3	13	False
368	22	33	50	False
46682	1	1	5	False
16536	2	2	3	False
18499	3	3	9	False
8228	6	6	15	False
50063	2	2	3	False
33940	2	3	7	False
50662	13	19	41	False
39716	19	29	140	True
22382	4	4	11	True
41124	1	1	21	False
24584	22	33	997	True
41169	11	18	26	False
29748	1	1	3	False
36869	1	1	2	False
22779	6	6	12	False
22876	1	1	8	False
8531	1	1	3	False
34539	4	5	20	False
37641	22	36	48	False
44639	2	2	5	False
11514	3	3	17	False
9999	1	1	2	False
1603	12	15	227	False
1597	9	11	38	False
43593	6	6	29	False
7865	9	12	32	False
43632	11	13	41	False
22338	6	7	18	False
5483	14	21	69	False
36841	1	1	3	False
13583	6	9	16	False
39339	4	7	13	False
17078	2	2	6	False
30765	14	17	109	False
8485	2	2	2	False
42214	4	5	11	False
18160	2	2	6	False
11251	13	20	38	False
666	2	2	8	False
1829	8	11	31	False
7286	1	2	11	False
24623	5	6	9	False
31054	3	3	5	False
38786	2	2	30	False
34172	1	1	3	False
34291	4	4	21	False
10015	1	1	3	False
34521	2	2	7	False
9542	13	20	106	False
1645	10	16	58	False
7800	26	53	188	False
9016	2	2	5	False
15393	4	4	8	False
39466	8	11	31	False
2941	2	2	2	False
23549	1	1	1	False
18241	4	4	11	False
51257	10	11	18	False
30787	10	10	30	False
1358	6	6	17	False
17063	12	16	182	False
44083	6	10	159	False
6749	1	1	1	False
51253	6	8	12	False
31780	8	9	21	False
42984	9	11	15	False
40014	5	6	13	False
25211	7	8	719	False
32248	2	2	3	False
39988	30	123	326	True
4671	5	5	39	False
38336	11	13	26	False
31282	22	33	133	False
4855	8	10	13	True
9887	15	25	73	False
49447	3	3	79	False
25673	4	4	61	False
33362	4	4	8	False
27461	10	14	25	False
43624	4	4	4	False
32480	5	6	65	False
50104	2	2	3	False
11166	1	1	11	False
50159	1	1	6	False
31173	17	21	71	False
37827	2	2	5	False
14687	3	3	8	False
35118	10	12	19	False
36885	1	1	1	False
39330	8	8	11	False
17037	20	41	155	False
41818	5	5	9	False
7177	2	2	2	False
17059	6	10	34	False
22661	5	5	6	False
16077	24	51	119	False
25259	13	16	28	False
5161	1	1	19	False
44640	22	29	58	False
14922	10	11	16	False
18556	14	23	72	False
38769	1	1	2	False
16472	3	4	11	False
37464	1	1	4	False
44626	7	7	8	False
46772	1	1	16	False
12979	1	1	2	False
34639	3	3	7	False
1629	7	10	23	False
43604	10	14	30	False
42548	8	11	16	False
39510	6	6	20	False
22380	6	8	14	False
3780	2	2	45	False
37845	1	1	2	False
33439	2	3	3	False
32151	7	8	20	False
15304	10	13	18	False
30320	12	14	535	False
28542	2	2	3	False
36845	1	1	1	False
44980	16	20	140	True
44961	11	15	31	True
25226	13	22	52	False
44205	10	14	38	False
24254	8	9	24	False
26665	4	5	40	False
39250	1	1	5	False
39976	10	14	36	False
27922	26	103	365	True
22722	1	1	3	False
50038	22	42	152	False
27292	5	6	8	False
27300	21	38	113	False
40222	6	7	37	False
3504	2	2	14	False
12172	1	1	2	False
19416	2	2	6	False
14219	2	2	3	False
31183	12	20	38	False
39831	2	2	3	False
2005	2	2	3	False
16559	1	1	2	False
28381	12	22	58	False
13640	2	2	7	False
28488	1	1	4	False
10971	18	35	103	False
1420	3	3	5	False
36694	20	37	46	False
792	5	5	7	False
34951	2	2	2	False
51235	9	11	22	False
30916	2	2	10	False
30874	2	2	2	False
8507	1	2	5	False
11207	1	1	8	False
44182	10	18	42	False
25434	1	1	2	False
38492	1	1	2	False
38511	11	18	30	True
34494	3	3	13	False
34492	4	4	6	False
7683	1	1	5	False
27784	2	2	6	False
478	2	2	4	False
42022	17	25	80	False
4617	2	2	3	False
33245	1	1	12	False
30194	2	2	9	False
10525	2	2	2	False
38329	11	13	32	False
42639	1	1	3	False
31304	26	80	430	True
20801	2	2	3	False
18397	2	2	7	False
39476	6	8	16	False
20728	19	23	578	False
37972	5	5	12	False
39770	1	1	4	False
50862	19	26	63	True
37948	5	6	47	False
35703	21	46	84	False
10241	1	1	1	False
10242	1	1	1	False
30301	14	22	66	False
25650	9	11	32	False
36948	7	8	21	False
50523	1	1	4	False
6729	1	2	2	False
31514	2	2	18	False
44522	1	1	11	False
7230	12	16	42	False
26701	1	2	4	False
5538	2	2	3	False
16839	21	33	84	True
543	2	2	6	False
29603	23	46	83	True
42791	2	3	4	False
16429	18	27	276	False
46646	3	3	11	False
52254	5	7	18	False
46616	6	7	18	False
23617	7	7	23	False
5067	4	6	31	False
17482	5	6	16	False
24958	3	3	8	False
8972	2	2	9	False
1556	11	14	47	False
26013	2	2	3	False
8192	1	1	2	False
31217	2	2	3	False
37985	2	2	3	False
17638	8	9	32	False
34002	4	4	8	False
19364	7	8	26	False
8063	1	2	3	False
18331	2	2	58	False
30770	9	12	61	False
1298	12	18	65	False
1389	4	4	5	False
39378	1	1	2	False
6655	3	3	3	False
26380	2	2	10	False
31006	8	9	22	False
1380	14	16	30	False
28468	3	3	4	False
31746	11	15	33	False
33590	11	13	20	False
39048	1	1	1	False
31788	5	5	24	False
41962	1	1	1	False
13703	2	2	10	False
13284	14	18	24	False
16794	2	2	5	False
11768	5	10	21	False
22724	2	2	3	False
138	2	2	11	False
22136	5	6	9	False
32478	10	15	54	False
7847	6	11	33	False
9142	1	1	9	False
50073	5	5	9	False
27301	13	20	75	False
27017	1	1	2	False
17689	2	3	8	False
37807	2	2	4	False
18811	6	7	13	False
18889	1	1	2	False
26760	8	8	15	False
37946	6	7	141	False
51003	1	1	1	False
26931	19	31	167	False
20843	2	2	5	False
32623	2	2	6	False
42824	1	2	3	False
1968	5	5	14	False
47426	14	26	53	False
31783	14	20	47	False
18109	2	2	5	False
51338	1	1	1	False
22657	5	6	12	False
3931	7	7	18	False
30767	9	14	19	False
20965	2	2	3	False
41471	2	2	4	False
44951	16	26	88	False
32823	19	32	77	False
31837	3	3	76	False
1016	3	3	11	False
31286	5	6	8	False
16446	20	36	179	False
37268	2	2	5	False
49441	14	18	29	False
14920	16	38	215	False
15120	5	7	16	False
14048	6	6	12	False
46634	4	5	16	False
14041	7	9	73	False
14003	9	11	18	False
33421	5	6	11	False
46804	1	1	5	False
7879	1	1	2	False
1566	13	14	82	False
43534	9	10	16	False
43614	7	10	25	False
1622	8	13	72	False
27898	2	2	7	False
31139	25	41	96	False
12200	2	2	4	False
36577	7	7	27	False
35657	27	89	253	False
7983	2	2	115	False
50979	1	1	3	False
1974	5	6	9	False
40995	9	11	16	False
30027	2	2	4	False
36534	1	1	5	False
866	1	1	1	False
2866	1	1	1	False
47700	9	10	14	False
30910	2	2	3	False
3906	9	10	17	False
29830	1	1	1	False
42167	6	7	15	False
39348	13	17	50	False
26560	1	1	1	False
3335	2	2	2	False
30815	7	9	13	False
31828	5	5	12	False
41720	2	2	3	False
11019	2	2	3	False
707	2	2	2	False
15704	1	1	3	False
27903	1	1	1	False
2202	22	49	100	True
25276	8	11	82	True
25343	4	4	5	False
44218	19	29	58	False
44245	2	2	9	False
39119	13	18	32	False
13231	3	3	4	False
9205	5	5	8	False
34267	28	91	217	False
19867	16	25	39	False
44642	9	11	27	False
52272	7	7	51	False
31859	4	5	11	False
47838	2	2	3	False
52250	14	29	106	True
9892	1	1	2	False
12955	19	27	56	False
21885	2	2	2	False
10420	18	33	112	False
33863	3	3	5	False
27421	1	1	4	False
50047	16	20	106	False
27510	12	14	92	False
50154	1	1	2	False
23791	12	15	63	False
8002	5	6	7	True
35738	4	5	9	False
26022	5	6	36	False
39617	1	1	8	False
35732	4	4	20	False
8245	3	3	7	False
1958	22	41	116	False
42933	24	49	222	False
2001	2	2	4	False
46253	2	2	5	False
6651	2	2	3	False
31760	11	16	74	False
115	25	41	67	False
1352	4	4	9	False
28352	11	14	25	False
18132	1	1	1	False
28400	2	2	3	False
6720	1	1	6	False
30930	1	1	2	False
42419	1	1	11	False
42198	4	5	11	False
27951	2	2	3	False
26383	2	2	49	False
21350	5	7	11	False
26591	7	9	67	False
27057	13	25	49	False
43288	13	16	52	False
5445	27	68	163	False
20157	20	38	68	True
30311	2	2	5	False
6218	12	14	41	False
6167	15	23	104	False
4627	11	15	106	False
32779	1	1	2	False
38525	1	1	2	False
