cluster_number	contributing_patients	num_tcrs_in_clust	total_reads	is_cancer_assoc
49233	3	5	7	False
30276	7	15	97	False
38505	1	1	4	False
20442	3	5	8	False
20375	5	18	38	True
35381	2	2	12	False
29456	6	7	50	False
28261	1	1	6	False
11397	1	1	1	False
25485	4	5	6	False
10453	2	2	3	False
34435	11	39	75	False
11013	2	2	14	False
16668	5	11	23	False
40829	10	13	40	False
10984	4	4	89	True
29769	10	22	51	True
10064	10	52	432	False
48596	11	36	83	False
16657	9	21	100	True
43846	12	66	173	False
13302	3	3	7	False
48783	8	13	25	False
32151	2	3	5	False
9536	13	31	65	True
38320	7	11	20	False
49037	8	14	29	False
30279	9	28	55	True
11272	1	1	3	False
29766	1	1	5	False
40598	4	8	10	False
32847	1	1	1	False
100	4	7	12	True
39966	11	29	61	True
33689	1	1	1	False
5447	9	18	60	True
32962	1	1	2	False
36979	2	2	2	False
48214	1	2	2	False
2946	6	11	15	False
21265	3	4	6	False
21288	5	9	19	True
23972	7	10	11	True
20128	5	8	15	True
10905	1	1	1	False
31029	3	3	5	False
49179	1	1	3	False
10950	13	43	181	True
22819	1	1	4	False
15597	8	22	33	False
9283	1	1	1	False
44967	8	17	83	True
33598	5	8	13	False
49026	5	9	24	False
49028	13	76	219	True
34110	7	10	35	False
15734	5	13	22	False
21251	10	18	70	False
35060	12	50	93	True
39988	13	51	82	True
20030	2	2	3	False
23986	7	12	40	False
5639	4	5	10	False
22910	5	11	20	False
32799	11	24	85	True
5315	1	1	7	False
42933	10	19	26	False
19863	1	1	4	False
7754	1	1	6	False
29055	1	1	4	False
19631	6	9	16	False
28837	9	19	43	False
28616	6	13	71	False
28599	8	11	33	False
28809	5	7	13	False
28800	4	6	15	False
41922	1	1	1	False
984	2	2	7	False
19684	1	1	5	False
6244	2	3	9	False
36368	1	1	2	False
6344	2	2	4	False
28627	2	3	7	False
28644	6	13	19	False
1182	1	2	4	False
12948	10	21	113	True
7611	4	4	9	False
6013	8	13	23	False
28857	3	3	8	False
5802	4	7	14	False
925	1	2	3	False
28804	5	8	18	False
28819	11	36	74	True
30416	1	1	6	False
41618	1	1	2	False
15550	1	2	7	False
11478	3	3	5	False
9399	7	18	40	True
11467	6	8	23	False
533	1	1	2	False
32617	7	13	27	True
5043	5	5	10	False
15568	1	1	1	False
38780	1	1	2	False
47467	5	7	31	False
44638	6	15	21	False
38693	4	9	37	False
46736	2	2	3	False
49705	1	1	2	False
52252	8	18	116	False
52285	1	1	1	False
27183	1	1	1	False
23619	5	10	20	False
8555	3	6	11	False
9870	10	15	173	False
42028	8	9	43	False
9864	8	19	37	False
15131	8	22	76	False
18551	10	21	28	False
18599	2	2	3	False
18751	1	1	4	False
49449	3	4	6	False
23639	6	9	15	True
49425	5	7	17	False
44624	11	20	62	False
373	8	19	78	False
49409	2	2	6	False
15127	7	8	23	False
7485	2	2	10	False
381	3	4	7	False
14923	6	14	32	False
52245	6	7	14	False
42061	1	1	1	False
9908	1	1	2	False
42053	4	4	13	False
40426	7	9	13	False
46687	1	1	2	False
37633	2	2	4	False
33342	7	9	24	False
13981	6	9	14	False
24465	10	28	89	False
22583	2	3	9	False
13979	10	15	47	True
30080	1	2	5	False
17431	6	9	16	False
21702	5	6	15	False
47105	13	71	147	True
30059	5	6	7	False
18988	5	6	8	False
14905	10	28	370	False
46759	3	5	19	False
31470	2	3	4	False
13996	5	8	18	False
47118	4	7	15	False
33393	3	6	12	False
32563	1	1	8	False
22942	1	1	1	False
32296	5	7	14	False
40359	1	1	3	False
13596	5	7	18	False
1625	2	2	4	False
27297	1	1	9	False
29109	2	2	6	False
8706	11	17	24	False
40234	4	5	36	False
29076	9	15	61	False
8749	6	7	14	False
8726	2	2	11	False
27479	9	25	83	True
43574	4	6	12	True
43575	6	6	52	False
1664	3	3	4	False
40199	4	6	28	False
40244	4	4	28	False
8727	7	10	43	False
50033	8	11	49	False
50109	1	1	1	False
1612	3	4	12	False
35726	1	1	1	False
43272	1	1	2	False
7977	3	5	7	False
37837	3	4	7	False
37808	6	7	29	True
51033	3	4	8	False
39502	1	1	2	False
3672	7	12	29	True
39672	6	8	19	False
17773	1	1	1	False
26742	5	6	17	False
17609	3	4	8	False
37924	5	7	12	False
20737	1	1	1	False
39652	8	14	43	True
26744	7	15	24	False
39658	8	19	33	False
49831	7	10	44	False
37936	5	6	11	False
50651	3	7	9	True
39663	7	10	16	False
26758	2	3	16	False
14705	4	8	34	False
3690	3	3	7	False
50660	4	5	17	False
19488	2	2	3	False
22362	1	1	1	False
17681	1	1	2	False
25972	11	26	109	False
31252	1	1	6	False
14704	2	3	21	False
31198	1	2	2	False
23773	3	5	9	False
43159	3	4	10	False
26972	2	2	3	False
36672	1	1	1	False
51834	1	1	1	False
18815	1	1	1	False
31761	3	4	5	False
33466	1	1	3	False
41445	1	1	1	False
42978	6	6	8	False
22514	9	35	91	True
47461	1	1	1	False
19880	11	34	67	True
7097	8	25	61	True
30782	4	6	15	False
44072	9	18	61	False
21033	10	30	53	True
17048	1	2	5	False
6645	1	1	2	False
40827	4	10	19	True
10970	3	3	39	True
26390	4	6	35	False
7483	1	1	1	False
31297	8	10	24	False
1356	4	4	7	False
51230	10	15	53	False
30741	5	7	17	False
36384	9	15	46	False
30798	3	5	24	False
36929	7	8	20	False
46216	1	1	1	False
29784	1	1	1	False
42301	1	1	2	False
21041	7	13	17	True
3877	4	10	21	False
2500	3	3	6	False
6378	9	10	24	False
45163	4	5	5	False
42189	1	1	3	False
35101	9	14	72	False
34109	2	3	7	False
30823	2	2	5	False
29861	1	1	7	False
28146	3	4	8	False
30860	1	1	2	False
26381	9	29	69	True
9212	7	12	21	False
30752	4	7	97	False
17199	2	2	2	False
30818	3	3	7	False
3915	5	7	20	True
20915	6	8	10	False
51893	1	1	1	False
7109	8	13	38	False
17038	5	9	25	False
34444	11	23	96	True
22640	11	36	81	True
18013	1	1	2	False
10410	11	33	157	True
39989	7	10	25	False
41568	7	17	42	False
44232	8	12	19	True
25205	4	5	14	True
44266	4	5	48	False
25246	4	4	9	False
1798	11	40	323	False
38443	2	2	2	False
30284	7	13	25	True
26651	1	1	2	False
9734	2	2	4	False
7311	1	1	3	False
39131	6	10	56	False
39073	6	11	23	False
4438	10	21	77	False
45415	7	10	75	False
44548	2	2	3	False
46355	3	5	30	False
45841	1	2	7	False
35522	1	1	3	False
35294	12	28	46	True
20524	2	2	9	False
20408	2	3	10	False
46354	2	2	2	False
46327	7	11	26	False
45440	3	5	7	False
16503	6	10	19	True
12998	3	3	6	False
8223	3	3	85	False
15594	10	47	143	True
41566	5	13	28	False
35206	2	2	3	False
30978	6	15	41	False
10075	5	6	15	True
16639	12	79	651	True
29307	1	1	3	False
13579	11	39	114	False
512	3	4	10	False
43308	2	2	10	False
43328	1	1	6	False
110	7	20	51	False
26176	6	11	17	False
34505	1	1	7	False
10149	1	1	7	False
22510	10	25	45	True
32616	5	10	90	False
10112	2	2	3	False
28124	2	3	3	False
31815	2	2	2	False
16839	10	20	43	True
34344	1	1	6	False
20195	4	5	6	False
13600	10	14	16	False
33160	1	1	3	False
5455	6	9	24	False
20211	1	1	2	False
8226	7	8	14	True
21274	5	9	14	False
33587	13	50	97	True
30298	6	9	15	False
21278	6	13	81	False
34503	2	2	2	False
42942	9	20	29	False
20363	2	2	4	False
51855	3	3	4	False
30579	1	2	4	False
51904	1	2	2	False
24570	3	4	5	False
13639	2	2	2	False
31431	5	9	10	False
34924	1	2	2	False
11229	13	61	127	True
4456	7	9	11	True
47707	2	3	3	False
36916	5	10	16	False
40607	6	12	65	False
40001	1	1	2	False
21332	2	4	9	False
3182	1	1	1	False
38337	6	8	40	False
39998	6	12	22	False
2506	7	11	15	False
10422	11	20	32	False
16089	10	26	58	False
5771	1	1	1	False
16036	1	1	2	False
41164	8	15	20	False
10416	11	33	51	False
2207	7	11	14	False
38499	1	1	5	False
4054	10	20	95	False
42659	11	34	84	True
40576	7	18	47	False
20343	2	2	2	False
16106	8	13	36	True
33592	3	4	5	False
28674	2	2	4	False
12995	2	2	4	False
33341	4	13	93	False
28577	10	24	65	False
7727	1	1	2	False
6184	3	3	10	False
6007	10	44	76	False
28831	1	1	6	False
19637	9	20	45	False
2345	7	10	22	False
7535	7	9	23	True
5797	9	18	30	False
967	2	2	3	False
942	9	12	33	False
44848	1	1	3	False
6174	8	19	48	False
33374	6	17	50	False
34605	8	19	266	False
31288	12	53	217	True
15531	1	1	5	False
22673	4	5	8	False
11517	6	6	9	False
21565	5	9	14	False
22734	1	1	1	False
9392	5	7	10	True
38694	3	3	4	False
41434	1	1	2	False
29249	10	26	42	False
29288	7	7	19	False
34106	10	43	132	False
9410	3	6	11	False
16357	1	1	3	False
16303	1	1	6	False
47496	1	1	2	False
52243	3	7	18	True
33336	6	10	35	False
21655	1	1	1	False
9904	4	6	8	False
52240	7	12	18	False
49565	1	1	6	False
21686	2	2	7	False
41157	1	1	2	False
18558	10	22	169	False
46589	8	10	34	False
18580	5	7	8	False
15132	5	9	15	False
21555	6	8	29	False
16256	3	6	7	False
6878	1	1	3	False
12010	1	2	4	False
3002	2	2	3	False
18574	5	6	66	False
3331	2	2	2	False
5019	6	10	37	False
42975	7	12	55	False
17579	1	1	1	False
14955	1	1	2	False
22172	1	1	2	False
30068	2	3	5	False
47110	3	4	11	False
18964	4	5	12	False
24478	3	5	7	False
21691	3	4	16	False
15047	1	1	2	False
18937	8	18	35	False
19044	2	2	6	False
17426	11	28	95	False
21698	3	4	7	False
21723	4	5	10	False
40937	1	1	1	False
38701	1	1	2	False
2085	1	1	1	False
20904	3	3	8	False
32294	8	17	228	False
30551	1	1	3	False
33917	1	1	1	False
4624	1	1	2	False
7846	1	1	2	False
32473	1	1	4	False
40188	9	19	48	False
8845	1	1	2	False
43588	2	3	7	False
8684	9	16	22	False
40249	1	2	5	False
24862	1	1	1	False
43632	5	9	36	False
8700	7	11	19	False
29080	10	13	238	False
32457	7	8	10	False
1555	6	13	24	False
1693	1	1	1	False
40310	1	1	2	False
1586	10	21	133	True
51745	4	4	7	False
14252	1	2	9	False
23806	4	5	127	False
3696	1	3	4	False
50897	10	17	86	True
23548	2	2	2	False
39679	7	13	22	False
12185	2	4	9	False
46460	1	1	2	False
23821	2	2	3	False
18790	7	10	23	False
35720	1	1	2	False
50646	9	20	90	False
35646	3	4	6	True
35677	8	14	48	False
17619	2	6	10	False
39697	1	1	1	False
50836	2	2	5	False
50870	2	4	5	False
39669	1	2	3	False
50922	2	3	7	False
39721	5	6	9	False
17607	7	19	38	False
39687	5	6	8	False
35706	4	5	10	True
26772	3	5	7	False
50704	1	2	4	False
19218	1	1	6	False
37923	2	2	5	False
51018	1	1	1	False
46488	1	1	1	False
37914	6	12	41	True
50645	2	2	2	True
3384	1	1	3	False
39653	2	2	3	True
23787	10	23	65	False
23509	10	14	45	False
17797	1	1	11	False
51744	3	6	13	False
8023	1	1	1	False
43165	5	5	62	False
23798	4	9	31	False
31154	5	8	43	False
18273	2	2	3	False
32625	5	7	23	False
30812	7	9	33	False
7136	2	2	4	False
4460	2	2	4	False
24600	4	7	13	False
38551	1	1	1	False
30826	2	3	10	True
1963	6	11	23	False
42965	8	11	26	False
42948	9	15	35	False
46954	1	2	2	False
31770	5	6	8	False
11611	1	1	1	False
36293	1	1	7	False
27673	5	7	15	False
783	10	24	115	True
36192	4	8	86	True
36203	2	4	5	False
41616	5	6	10	False
42394	1	1	1	False
15751	3	5	5	False
10077	5	10	35	False
30863	1	1	2	False
36189	11	21	85	True
17159	1	1	1	False
6665	2	2	4	False
30979	13	49	165	True
1364	3	3	181	False
46035	3	4	4	False
22792	3	4	4	False
30787	2	2	6	False
6650	2	4	5	True
6636	1	1	1	False
36697	3	3	5	False
33759	11	50	390	False
29804	3	5	6	False
42238	1	1	2	False
47444	3	3	4	True
30780	4	4	10	False
30763	6	7	143	False
3961	1	1	3	False
38232	1	1	1	False
22908	10	19	33	True
45630	6	8	18	False
2843	2	2	4	False
29244	4	9	21	False
29791	5	5	13	False
44081	1	2	8	False
39330	2	2	10	False
36693	10	23	133	False
13689	1	1	2	False
30776	6	9	65	False
30744	5	6	9	True
36196	9	19	48	True
7093	2	2	2	False
30786	4	5	7	False
44068	5	8	12	False
28127	3	4	5	False
30821	1	1	1	False
47451	3	4	4	False
1389	1	1	1	False
19886	7	13	58	False
2226	1	1	1	False
29669	1	1	1	False
24019	1	1	1	False
41352	9	12	21	False
31442	5	8	10	False
4435	11	40	89	False
29466	1	1	5	False
24230	5	9	16	False
25288	3	4	7	False
25811	1	2	5	False
24326	2	2	154	False
24243	7	12	19	False
24352	1	1	1	False
4609	8	13	28	False
9725	7	7	8	False
26590	8	15	32	False
39088	10	22	222	False
14361	9	15	27	False
14416	1	1	1	False
9715	5	6	9	False
14467	1	1	3	False
24571	4	4	7	False
45218	2	2	4	False
14510	1	1	2	False
21084	3	4	6	False
30418	2	2	3	False
20404	10	18	62	False
45854	4	5	62	False
20431	3	5	12	False
45864	3	3	7	False
45594	1	1	1	False
45408	2	4	8	False
45821	3	5	17	False
35329	6	10	38	False
35315	4	6	7	False
32013	1	1	1	False
35423	1	1	2	False
46336	3	10	43	True
45442	3	4	68	False
51681	1	1	1	False
45974	1	1	2	False
46334	5	8	24	False
25651	11	36	80	True
47593	1	1	1	False
23712	1	1	3	False
29455	11	20	57	True
15618	3	4	8	False
46907	2	5	11	False
41612	1	3	4	False
21296	5	8	12	False
31717	12	53	86	False
15605	6	8	13	False
48676	1	1	2	False
30029	1	1	2	False
13129	6	14	22	True
2491	10	16	34	False
43405	2	2	3	False
2521	4	4	98	False
16693	3	4	5	False
6393	1	1	2	False
26186	4	4	5	False
12458	6	20	30	False
12739	5	6	8	False
26190	5	10	29	False
12482	2	2	3	False
13253	1	1	1	False
4612	9	40	84	False
37021	2	2	3	False
40981	7	12	33	True
41571	5	9	9	False
33615	3	5	16	False
29334	1	1	2	False
30282	12	51	186	True
33537	1	1	1	False
33333	13	48	106	False
47441	3	3	14	False
1962	7	13	14	False
49314	1	1	1	False
20168	1	1	1	False
38389	2	2	3	False
33585	11	20	34	True
11113	1	1	1	False
43083	2	2	4	False
5646	1	2	5	False
2190	5	5	21	False
2575	1	1	3	False
21055	4	4	6	False
32959	1	1	2	False
31809	5	6	6	False
43896	2	2	3	False
4587	2	2	3	False
11221	6	11	22	False
42660	11	23	37	True
50466	2	2	3	False
19869	12	42	67	True
41167	8	12	16	False
10667	8	14	30	True
35078	7	11	15	False
20141	4	5	20	False
32807	9	20	59	False
37626	1	1	1	False
5304	8	11	22	False
4643	2	2	3	False
33605	3	4	5	False
11389	2	2	64	False
45002	4	5	6	False
43860	3	4	12	False
10445	5	7	284	False
27947	10	14	19	False
29441	13	110	433	False
2314	1	2	3	False
21037	3	5	7	True
48788	6	10	200	True
20133	5	8	10	False
13822	8	11	16	False
38167	4	6	9	False
30693	1	1	5	False
17234	8	15	29	False
42684	10	15	59	False
4209	2	2	8	False
32792	12	23	52	False
27919	9	14	53	True
5622	8	15	20	False
36087	2	5	5	False
47654	4	4	4	False
40860	1	1	3	False
47758	1	1	1	False
36394	7	8	15	False
21929	8	16	26	False
3113	1	1	1	False
21270	2	3	7	False
35059	11	39	77	False
40613	6	7	14	False
35062	3	3	8	False
52054	6	8	17	True
48779	9	18	49	False
33047	5	5	58	False
21038	9	16	23	False
10640	6	9	16	False
44981	10	15	41	True
44646	2	2	10	False
2338	6	15	29	True
6204	2	2	111	True
47500	1	1	2	False
2399	2	2	2	False
28611	5	7	14	False
5106	1	1	1	False
28569	10	33	55	False
35916	5	6	331	False
47911	1	1	5	False
5076	2	2	5	False
29039	1	1	1	False
47947	6	7	22	False
962	1	1	2	False
921	5	6	70	False
28879	1	2	3	False
7530	9	23	87	True
7627	2	3	3	False
47923	4	6	13	False
47916	8	10	38	True
6035	4	4	7	False
23397	1	1	7	False
19808	2	2	5	False
28808	5	7	14	False
28758	1	1	1	False
32637	7	10	28	False
12934	6	13	3917	False
43118	1	1	2	False
10978	1	1	2	False
35054	2	2	2	False
43104	1	1	1	False
40980	9	14	31	False
9377	9	14	176	False
31289	3	4	9	False
35079	3	3	16	False
44978	9	21	32	True
12964	3	3	5	False
9893	4	8	17	False
11953	8	21	40	False
6801	3	8	9	False
9866	3	5	9	False
46707	1	1	2	False
9973	1	1	6	False
52247	4	4	10	False
52265	4	5	13	False
20678	2	2	5	False
49567	1	1	1	False
15143	10	29	41	False
11947	11	23	49	False
15173	1	1	1	False
15231	1	1	1	False
41314	1	1	1	False
42021	3	3	81	False
366	3	4	6	False
40431	3	3	6	True
32639	2	2	9	False
11958	7	11	19	False
18569	7	12	38	False
48506	1	1	1	False
21585	3	4	5	False
27680	8	16	21	True
5048	1	1	1	False
8221	5	6	14	False
11591	1	1	7	False
18945	7	11	15	False
8604	1	1	2	False
13999	4	8	11	False
17567	1	1	1	False
17458	4	7	12	False
21782	1	1	4	False
14924	3	3	9	False
2550	2	4	8	False
14917	7	12	35	True
18950	2	4	12	False
18971	7	10	25	False
7810	10	18	35	False
1569	7	12	31	False
40202	6	7	9	False
27301	6	8	13	False
50066	6	11	37	False
43545	7	16	49	False
7803	4	6	15	False
27467	4	8	13	False
7840	2	2	4	False
42491	6	7	13	False
8758	2	3	3	False
8860	1	1	1	False
43611	1	1	2	False
8724	1	1	1	False
7830	6	11	43	False
27433	1	1	3	False
43551	6	8	11	False
22012	1	1	2	False
27435	1	1	2	False
8696	10	19	33	False
42536	5	6	17	False
1615	5	5	13	False
24594	3	3	6	False
43205	1	1	2	False
18905	1	1	2	False
3359	4	7	9	False
51047	1	1	2	False
38067	1	1	1	False
39549	1	1	4	False
7987	1	1	1	False
19203	2	2	2	True
7983	3	4	6	False
3683	5	6	20	False
36674	1	1	2	False
37908	4	9	41	False
50873	8	13	26	False
35692	1	1	1	False
8155	1	1	1	False
35682	5	7	17	False
37912	7	13	16	False
50683	5	6	112	False
35658	9	22	55	True
22351	4	6	9	False
17616	4	5	7	False
19335	6	14	36	False
39676	2	2	3	False
17608	3	3	4	False
35761	2	3	5	False
37955	2	2	4	False
3703	1	2	4	False
19524	2	2	4	False
17774	1	1	1	False
3670	8	14	34	False
23808	7	11	37	False
23785	8	12	34	True
3378	2	2	18	False
17650	2	3	8	False
18796	2	3	5	False
50887	4	5	7	False
51154	1	1	4	False
26911	3	3	27	False
35740	3	4	5	False
18412	1	1	3	False
49987	1	1	2	False
23893	1	1	4	False
18037	5	8	16	False
40993	10	23	53	True
28380	3	3	3	False
1959	2	2	3	False
1323	4	5	8	False
36194	7	16	58	False
28371	6	8	59	False
22789	3	4	26	False
3917	4	5	5	False
6620	9	20	31	False
30990	10	26	144	False
18123	1	1	1	False
6612	6	6	9	False
22773	6	8	12	False
9217	5	9	25	False
21936	9	19	29	False
1300	11	37	112	False
47691	4	8	18	False
30796	6	7	7	False
22018	1	1	1	False
31436	10	16	41	True
22005	1	1	1	False
3895	10	18	69	True
22042	1	2	2	False
22765	9	10	14	False
36688	9	18	158	False
28502	1	1	4	False
44053	4	5	103	False
31719	7	8	22	False
50429	10	17	34	False
28397	2	2	5	False
7098	9	13	19	False
1298	4	4	9	False
7091	5	7	56	False
22916	3	4	5	False
46045	5	8	19	False
50200	2	3	6	False
14635	1	1	5	False
9221	6	7	32	False
17091	2	2	2	False
7130	4	5	10	False
51373	1	1	1	False
16257	7	17	92	False
19927	1	1	1	False
29348	1	1	2	False
11080	3	3	4	False
22664	2	2	2	False
32128	8	15	36	False
44287	2	2	24	False
1811	11	25	82	True
44444	1	1	1	False
44218	5	6	26	False
25292	2	2	2	False
25809	1	2	3	False
24269	5	6	11	False
25193	10	24	75	False
34195	1	1	1	False
24233	5	11	59	False
5555	2	2	3	False
24268	4	10	11	False
24238	3	6	21	False
25390	2	2	2	False
1824	5	8	11	False
14357	6	8	13	False
26622	2	2	5	False
14352	10	16	22	False
26608	8	14	24	False
26592	9	15	18	False
26609	11	21	34	False
26669	2	2	3	False
39083	6	6	23	False
27052	4	4	70	True
40111	1	1	1	False
40729	1	1	1	False
41417	1	1	1	False
45385	3	4	40	False
45489	1	1	3	False
45390	1	1	2	False
35336	3	7	17	False
4286	1	1	2	False
51661	1	1	1	False
20379	6	9	16	False
45430	4	6	24	False
51435	8	10	41	False
45969	1	1	1	False
20376	4	6	8	False
45416	5	10	18	False
46312	1	2	4	False
5051	4	7	9	False
32719	1	1	4	False
11558	3	3	5	False
15598	8	14	68	False
34116	11	25	43	False
42880	2	2	3	False
44956	10	24	43	False
29601	7	10	39	False
25459	6	14	71	False
2822	1	1	1	False
12363	2	2	3	False
10954	13	56	124	True
47060	2	2	4	False
15306	7	7	14	False
20584	1	1	2	False
15303	11	18	66	False
43288	4	4	5	False
46921	9	27	68	False
5170	9	15	34	False
32694	1	1	6	False
5177	4	7	9	False
10085	3	5	5	False
12297	1	1	2	False
25452	3	4	51	False
125	3	3	4	False
12461	13	53	150	True
11700	5	5	16	True
15184	3	4	5	False
23593	13	42	61	True
31585	1	1	1	False
31433	9	15	21	True
38355	5	5	6	False
29774	10	25	36	False
31798	5	5	10	False
11279	6	7	34	False
23983	4	5	6	False
35107	5	6	9	False
11206	1	1	1	False
40593	2	2	2	False
16090	6	12	18	True
23031	1	1	1	False
15748	1	1	2	False
30526	7	20	27	True
49364	1	2	3	False
16073	9	33	75	True
48810	1	1	2	False
27953	4	6	7	False
11285	4	7	24	False
20668	1	1	1	False
27927	3	5	9	False
48967	1	1	3	False
50459	7	8	11	True
34928	1	2	2	False
20157	8	19	107	True
2210	6	10	21	False
49164	7	10	17	False
186	1	2	3	False
31755	4	4	13	False
15742	5	6	7	False
42914	1	1	5	False
30561	3	3	5	False
45158	3	3	6	False
45127	5	7	8	False
21182	1	1	1	False
15603	7	8	14	True
5450	10	24	105	False
21042	3	4	5	False
5453	7	9	14	False
2490	4	7	8	False
48787	4	5	11	False
8373	3	3	3	False
2537	1	1	1	False
4053	7	10	43	False
17002	1	1	2	False
14506	3	3	3	True
21927	3	4	10	False
45626	5	5	7	False
52032	5	7	16	False
4058	3	3	4	False
28070	1	1	1	False
11214	10	25	45	True
51940	1	1	2	False
19883	7	14	15	False
20127	12	58	163	False
40597	8	28	60	False
33211	1	1	2	False
45251	1	1	1	False
35236	1	1	2	False
48797	1	1	1	False
22675	2	2	4	False
6893	1	1	1	False
5054	2	3	5	False
6197	6	8	11	False
42072	1	1	2	False
6267	1	1	1	False
23206	1	1	2	False
6202	4	4	10	False
12939	4	7	11	False
47962	5	5	98	False
37298	1	2	5	False
12936	12	46	197	False
6017	2	2	7	False
6018	8	12	20	False
35914	9	21	88	False
47891	10	29	124	False
7549	6	11	21	True
47960	5	7	56	False
2342	4	9	15	False
2339	6	12	24	False
23355	1	1	3	False
28607	4	4	13	True
28590	11	19	39	True
28880	2	2	4	False
28810	5	5	40	False
6009	10	27	64	True
2325	8	10	32	True
47977	1	1	2	False
28868	1	2	4	False
25689	1	1	3	False
33325	10	29	59	False
11761	1	1	2	False
29571	1	1	3	False
15186	2	2	5	False
31521	1	1	1	False
42937	6	10	21	False
15298	11	36	137	False
6763	10	25	53	False
37406	2	3	3	False
11497	7	9	25	False
46639	1	1	5	False
11482	6	11	16	False
44652	5	11	22	False
52340	1	1	2	False
23621	3	3	7	False
49469	1	1	2	False
4859	7	12	26	False
18617	2	2	4	False
49471	1	1	3	False
4854	7	13	17	False
49530	1	1	1	False
49416	9	14	39	False
41558	10	26	105	True
21570	6	8	22	False
371	6	6	10	False
6781	10	23	41	True
34597	9	21	341	False
388	2	3	3	False
11957	8	15	37	False
370	11	29	59	False
18588	3	3	5	False
37220	5	5	7	False
9579	2	4	7	False
17478	4	8	34	False
21757	2	2	7	False
18980	6	10	36	False
24464	6	10	86	False
14908	3	3	3	False
14926	2	2	5	False
13973	12	20	44	True
14052	2	2	5	False
14907	13	38	69	False
47129	5	5	10	False
17517	1	1	1	False
18942	6	11	18	False
14013	10	21	47	False
14022	3	6	8	False
34098	5	11	39	False
2383	2	2	4	False
18935	10	31	1279	False
17475	3	4	4	False
27410	1	1	1	False
41202	1	1	1	False
32420	1	1	1	False
43559	5	6	12	False
27505	3	3	4	False
27664	5	6	8	True
7812	7	11	13	False
27372	1	1	2	False
33846	3	3	6	False
1624	2	2	4	False
32483	2	3	4	False
42574	1	1	1	False
29083	5	7	12	False
32448	9	25	74	False
27294	8	12	57	False
8762	4	7	12	False
42523	9	22	165	True
43820	1	1	4	False
27517	1	1	4	False
27496	3	3	8	True
40180	5	6	14	False
43654	1	1	1	False
43609	3	4	8	False
43568	3	3	7	False
40186	8	13	65	False
43666	2	2	4	False
8715	9	10	25	False
42508	11	38	75	True
50026	12	30	82	True
50048	4	6	13	False
27291	3	4	6	False
9213	10	20	37	True
7954	4	5	5	False
39480	7	15	43	True
3351	5	11	58	False
43142	5	6	43	False
43242	1	1	2	False
18369	1	1	2	False
14300	1	1	1	False
31166	3	4	9	False
18761	10	15	32	False
51726	9	23	55	True
51730	6	14	50	False
3687	2	2	11	False
31183	4	6	22	False
22337	6	8	77	False
8047	1	1	2	False
37948	1	1	2	False
19216	1	2	3	False
37844	1	1	4	False
23788	10	22	38	False
23803	4	5	12	False
19507	1	1	1	False
50670	6	13	24	False
26731	9	14	22	False
50881	4	4	21	False
3695	3	3	6	False
46458	8	12	29	False
50644	4	11	23	True
39654	2	2	2	False
3674	8	10	146	False
37905	5	9	43	False
14751	1	1	1	False
14804	1	2	3	False
7938	6	14	33	False
8005	2	2	3	False
49842	3	4	8	False
20810	1	1	2	False
14259	1	1	1	False
18312	1	1	4	False
38102	1	1	2	False
18339	1	1	1	False
49826	7	17	55	False
16500	1	1	3	False
16096	2	4	10	False
30955	1	1	1	False
1960	9	24	43	False
5039	11	21	71	True
31715	10	25	68	False
40855	3	3	3	False
115	10	18	34	False
34112	8	16	74	False
6832	1	1	2	False
1958	5	10	33	False
31727	2	2	8	False
31022	1	1	1	False
10983	3	5	7	False
36416	2	2	2	False
28332	5	7	24	False
26386	9	22	74	True
22795	3	3	4	False
12791	1	2	4	False
49212	2	2	5	False
20884	11	28	139	True
50430	10	18	57	False
37026	2	2	2	False
4019	1	1	2	False
42316	1	1	2	False
17075	6	8	45	True
10845	1	1	1	False
28345	9	19	27	True
30760	10	19	32	False
22808	1	1	1	False
6614	10	14	33	False
1299	5	5	14	True
49269	1	1	1	False
7104	6	6	9	False
30853	1	1	1	False
29867	2	3	4	False
30569	1	1	7	False
15800	1	1	1	False
10699	1	1	3	False
51223	2	3	7	False
3868	9	26	122	False
4717	1	1	1	False
45677	1	1	1	False
20215	1	1	1	False
13811	9	14	22	False
17989	1	1	1	False
15312	9	15	22	True
44186	4	6	20	False
24213	7	12	21	False
1828	10	23	110	False
25235	7	15	58	False
44191	4	4	23	False
44366	1	1	4	False
25224	12	28	49	False
24236	10	21	36	False
25214	9	28	57	False
44164	7	24	44	False
25922	1	1	1	False
24217	6	9	35	False
25309	2	2	2	False
1832	4	5	18	False
1843	4	6	21	False
44207	5	7	19	False
2970	1	1	1	False
26607	2	2	2	False
7347	1	1	1	False
26589	10	18	25	False
39109	2	2	3	False
39067	8	17	39	True
39068	5	8	42	False
37615	6	8	9	True
8232	9	13	26	False
20143	8	22	899	False
51479	2	3	3	False
20377	1	2	6	False
51531	1	1	1	False
46315	5	6	16	True
45818	8	22	51	False
35417	1	1	1	False
51598	1	1	1	False
45417	3	4	6	False
45867	1	3	4	False
31962	1	1	1	False
1984	7	10	32	False
16364	1	1	1	False
16445	2	2	3	True
33480	1	1	1	False
24574	4	8	8	False
28465	1	1	1	False
48720	1	1	2	False
16304	1	1	1	False
16664	4	5	35	False
6365	9	22	35	False
8217	11	28	128	True
10562	1	1	3	False
