cluster_number	contributing_patients	num_tcrs_in_clust	total_reads	is_cancer_assoc
30598	6	7	15	False
20176	13	17	38	False
16101	19	30	42	False
29888	1	1	1	False
48832	1	1	1	False
20667	2	2	2	False
23986	19	37	2083	False
45121	32	65	258	False
40809	3	3	5	False
2560	1	1	1	False
33120	4	4	4	False
31759	4	4	5	False
19730	1	1	1	False
9446	2	2	70	False
23245	2	2	2	False
19641	12	15	28	False
28881	14	17	65	False
44633	18	32	102	True
956	19	34	118	False
37408	13	21	28	False
6162	29	64	171	False
35916	12	15	31	False
23331	3	3	3	False
7618	8	11	23	False
47979	8	10	16	False
5831	19	25	79	True
23112	20	32	161	False
951	14	19	29	False
7532	28	68	306	False
47956	20	33	83	False
19734	1	1	1	False
23463	1	1	1	False
13087	2	2	2	False
5035	4	6	17	False
38651	1	1	1	False
31400	1	1	1	False
37258	2	3	3	False
37584	1	1	1	False
37220	14	17	44	False
44639	5	5	44	False
41532	1	1	1	False
41361	15	19	41	False
37406	25	33	229	False
457	1	1	1	False
392	17	26	127	False
13150	11	14	20	False
41055	7	7	17	False
42017	14	19	65	False
4887	12	13	38	False
4898	7	7	23	False
49656	3	3	7	False
32645	3	3	11	False
11968	20	35	61	False
38688	9	11	15	False
13883	1	1	1	False
37884	1	1	1	False
8286	2	3	3	False
18937	28	79	504	False
41032	13	15	212	False
19045	2	2	2	False
4908	2	2	6	False
47250	2	2	4	False
18977	19	30	48	False
21725	3	3	3	False
46778	13	19	38	False
21904	1	1	1	False
21691	8	10	14	False
18968	17	23	62	False
37238	19	27	42	False
35015	2	3	5	False
47429	12	17	63	False
24359	1	1	1	False
34501	5	5	17	False
27538	6	7	16	False
26142	2	2	2	False
42520	15	16	122	False
7874	2	2	16	False
8870	2	2	2	False
42608	1	1	1	False
42516	14	21	53	False
40187	18	30	62	False
40223	20	33	512	False
7833	7	8	27	False
40207	8	9	12	False
42547	17	26	178	True
9153	1	1	1	False
27385	2	2	6	False
42542	16	20	52	False
41414	3	5	17	False
49377	1	1	1	False
34921	3	3	3	False
42552	10	10	52	False
51758	5	5	6	False
51066	2	2	4	False
3361	6	9	52	False
26753	4	5	8	False
51069	1	1	1	True
12140	2	2	3	False
36591	1	1	1	False
36583	4	4	5	False
37926	16	24	56	False
19255	1	1	1	False
35650	14	18	23	False
39731	1	1	1	False
19411	1	1	1	False
8008	11	17	26	False
20751	17	21	3771	False
46470	6	6	9	False
34030	3	3	282	False
34008	3	3	8	False
46469	1	1	1	False
27009	2	2	3	False
3710	1	1	1	False
38081	1	1	1	False
43285	2	2	2	False
18812	7	7	10	False
39596	2	2	2	False
34518	3	3	5	False
10982	15	17	67	False
31337	12	14	73	True
1993	14	20	67	False
6785	15	39	93	False
27726	1	1	1	False
3928	12	17	372	False
789	13	18	30	False
22658	7	7	14	False
28200	1	1	1	False
13856	2	2	3	False
46036	18	26	81	False
46028	21	50	110	False
50451	13	18	45	False
22908	33	130	284	True
22539	12	16	173	False
27899	2	2	3	False
18039	21	32	101	False
122	5	5	9	False
49192	9	9	22	False
42235	1	1	2	False
30933	1	1	1	False
13485	2	2	2	False
28442	1	1	1	False
7154	10	11	40	False
7149	9	11	38	False
22813	8	8	9	False
36857	2	2	2	False
38931	7	9	20	False
51342	2	2	2	False
29781	19	24	33	False
31460	19	34	729	False
5678	2	2	2	False
31575	1	1	1	False
29808	11	12	147	False
33721	1	1	1	False
28696	2	2	92	False
37185	2	2	2	False
21975	3	3	5	False
44246	10	11	28	False
24255	14	22	62	False
44318	1	1	1	False
25311	2	2	2	False
44201	13	22	68	False
25908	1	1	1	False
25227	16	23	70	True
24273	6	7	29	False
25796	2	2	2	False
1836	16	26	103	False
44302	2	2	3	False
44280	8	10	20	False
44584	2	2	2	False
1850	15	19	68	False
14358	30	63	163	False
9742	2	2	16	False
14424	1	1	1	False
39183	3	3	5	False
26603	25	51	186	False
39150	11	15	27	False
30376	2	2	2	False
28050	2	2	4	False
4440	25	53	134	False
2278	2	2	3	False
2245	3	3	3	False
4610	10	14	37	False
35364	2	2	3	False
45847	7	9	6310	False
35618	2	2	3	False
20529	1	1	1	False
9432	4	4	7	False
48336	2	2	2	False
12659	1	1	1	False
35145	11	14	769	False
13421	1	1	1	False
23048	1	1	1	False
11488	21	36	70	False
47292	2	2	4	False
25517	4	4	9	False
32942	2	2	4	False
29902	2	2	2	False
10055	2	2	2	False
30529	9	14	66	True
12586	2	2	7	False
15754	9	11	22	False
12716	15	19	33	False
7475	2	2	3	False
11800	2	2	5	False
24749	2	2	12	False
13135	6	6	20	False
15318	13	14	96	False
13159	3	3	15	False
43850	5	7	18	False
38483	3	3	7	False
33459	1	1	1	False
20992	4	4	6	False
1969	14	27	70	True
16110	3	3	3	False
14511	9	18	49	True
10488	3	3	4	False
35174	1	1	1	False
511	10	13	18	False
16112	9	12	63	False
43882	1	1	1	False
40873	6	6	7	False
25727	2	2	3	False
42956	15	24	39	True
47684	16	23	83	False
32113	29	89	202	False
41631	1	1	1	False
48811	2	2	2	False
31744	6	9	26	False
29807	6	6	21	False
32796	4	5	6	False
5454	8	9	14	False
32858	2	2	2	False
6555	2	2	2	False
45125	18	29	131	False
15623	5	7	11	False
41178	4	4	7	False
52057	6	6	6	False
41179	9	13	14	False
40597	32	100	381	False
13312	1	1	1	False
4051	26	65	394	False
27684	12	17	29	False
13793	1	2	2	False
37650	5	5	10	False
45123	8	11	15	False
2738	21	34	64	False
35982	2	2	3	False
37457	2	2	2	False
2434	2	2	2	False
23125	14	35	452	False
6031	8	10	24	False
23145	7	9	14	False
5876	5	5	7	False
28637	20	40	137	False
28849	8	9	177	False
7574	19	27	59	False
28597	25	59	376	True
5856	6	10	14	False
7573	15	26	232	False
5864	6	6	8	False
1016	2	2	2	False
7617	9	12	95	False
19671	15	21	46	False
47931	13	24	214	False
21598	1	1	1	False
17576	1	1	1	False
31332	1	1	1	False
31711	7	7	17	False
877	1	1	1	False
47418	4	5	8	False
9490	2	2	2	False
52284	1	1	1	False
8317	2	2	2	False
40416	12	14	22	False
32762	2	2	4	False
11996	2	2	2	False
4831	3	3	22	False
40872	4	4	5	False
49785	1	1	1	False
11933	2	2	3	False
38698	16	23	52	False
38687	19	26	48	False
40423	6	6	7	False
34642	7	8	11	False
32640	11	17	152	False
46714	2	2	2	False
15168	9	9	15	False
6858	1	1	1	False
11977	6	9	131	False
23664	1	1	1	False
9888	12	14	28	False
49428	21	31	116	False
49504	6	7	11	False
48446	3	3	3	False
18547	13	21	91	False
18565	20	31	61	False
4915	2	2	7	False
4850	11	13	25	False
15125	21	47	223	True
15155	9	11	14	False
49658	2	2	2	False
12056	1	1	1	False
49507	13	14	74	False
18574	19	27	68	False
2622	1	2	2	False
11651	2	2	2	False
29423	2	2	4	False
21618	2	2	2	False
43105	1	1	1	False
41618	6	7	8	False
42947	17	27	78	False
6247	3	3	4	False
34609	12	18	32	False
13841	3	3	16	False
19140	1	1	1	False
38792	2	2	4	False
47182	3	3	3	False
21730	2	2	2	False
47118	22	41	76	False
30191	3	3	3	False
30152	1	1	1	False
24461	16	29	93	False
8626	2	2	3	False
30180	2	2	2	False
18949	13	13	19	False
19028	1	1	1	False
14945	10	14	253	True
17587	2	2	2	False
47107	12	17	42	False
24469	9	10	59	False
30086	19	26	56	False
21828	2	3	3	False
47185	6	6	33	False
41106	2	2	47	False
508	11	11	29	False
10471	4	4	13	False
40272	6	6	12	True
7829	6	9	20	False
27284	4	6	13	False
25006	1	1	1	False
40243	8	10	24	False
29100	3	3	5	False
8749	15	24	45	False
8954	1	1	2	False
9187	2	2	15	False
24969	5	6	18	False
40268	5	5	8	False
9084	1	1	1	False
8915	1	1	2	False
40340	1	1	1	False
47778	1	1	1	False
32477	2	2	65	False
27583	3	3	3	False
49911	1	1	1	False
25999	6	7	50	False
3372	11	11	35	False
39536	1	1	1	False
7998	9	9	63	False
20804	3	3	5	False
19329	18	34	313	False
39696	9	10	18	False
46481	3	3	8	False
19431	2	2	3	False
3538	1	1	1	False
35711	15	17	31	False
14742	2	2	2	False
3779	2	2	2	False
7968	23	40	285	False
14312	2	2	3	False
18407	1	1	1	False
2129	2	2	3	False
16470	9	10	21	False
6794	16	28	54	False
40986	12	16	55	False
50329	2	2	2	False
7135	9	9	14	False
815	4	4	37	False
51219	8	10	15	False
39346	13	15	63	True
6636	8	8	10	False
42247	4	6	9	False
15785	7	7	24	False
46029	15	21	68	False
16257	23	59	141	False
28380	14	17	33	False
50474	6	7	31	False
47653	16	24	56	False
30790	10	12	39	False
31728	8	10	18	False
11780	4	4	6	False
24064	2	2	4	False
22689	3	3	12	False
39388	2	2	2	False
36209	11	11	30	False
42999	15	18	72	False
44204	8	8	13	False
44250	12	13	89	False
13410	3	3	3	False
24231	28	63	146	False
44222	13	14	39	False
25289	8	9	14	False
25402	2	2	2	False
14043	1	1	1	False
9786	1	1	1	False
7246	10	13	32	False
23517	13	17	57	False
40757	1	1	1	False
38362	14	16	24	False
18496	5	5	9	False
32343	2	2	2	False
45851	9	14	116	False
35547	4	4	5	False
51451	3	3	106	False
9477	1	1	1	False
16316	3	4	6	False
47032	2	2	2	False
31471	4	5	13	False
32836	13	18	31	True
49384	2	2	2	False
38908	2	2	2	False
4558	1	1	1	False
37051	2	2	6	False
41026	7	8	15	False
38546	4	5	6	False
12802	4	4	14	False
26260	1	1	1	False
36962	6	8	16	True
26149	30	74	933	False
25500	8	8	30	False
125	16	23	49	False
5173	19	28	55	False
13758	8	9	12	False
16676	10	12	18	False
212	3	3	9	False
5179	6	6	13	False
26265	2	2	2	False
10109	7	9	15	False
13132	20	32	199	True
8379	2	2	2	False
37106	1	1	1	False
16648	13	14	40	False
50514	2	2	3	False
43853	6	8	11	False
17885	7	8	9	False
31007	20	31	68	False
32242	2	2	2	False
15379	2	2	2	False
15356	3	4	9	False
42347	2	2	2	False
20573	1	1	1	False
21401	2	2	2	False
50637	1	1	1	False
11880	2	2	2	False
34117	9	10	16	False
29357	3	3	10	False
31553	4	4	14	False
42676	11	20	37	False
11296	4	5	6	False
33241	1	1	1	False
47658	12	20	58	False
18543	2	2	2	False
40702	1	1	1	False
3306	1	1	1	False
536	3	3	18	False
10765	2	2	3	False
2229	6	6	11	False
45149	9	10	16	False
32136	2	2	3	False
4458	21	26	96	False
34898	25	44	79	False
37627	13	19	165	True
31468	12	14	30	False
583	2	2	2	False
40629	5	6	6	False
27972	7	7	8	False
5460	19	22	43	False
18480	4	4	6	False
51867	6	7	15	False
31444	22	34	95	True
29957	2	2	2	False
24002	6	6	9	False
38347	19	27	96	False
19931	13	16	19	False
16115	5	6	31	False
49357	3	5	5	False
21514	1	1	1	False
21305	7	10	27	False
11250	6	6	29	False
21270	9	11	13	False
29793	5	5	13	False
28020	1	1	1	False
14521	7	7	9	False
17343	1	1	1	False
37155	1	1	1	False
27933	10	13	69	False
33520	2	2	2	False
6146	3	3	106	False
13017	3	3	7	False
36075	1	1	1	False
9919	1	1	1	False
37496	1	1	1	False
28809	11	17	40	False
6014	10	14	25	False
28614	19	30	96	False
1258	1	1	1	False
5814	28	51	157	False
48085	2	2	3	False
5903	2	2	3	False
5842	15	25	61	False
942	10	16	32	False
5797	22	49	137	False
47896	11	14	31	False
48010	6	6	14	False
5854	10	13	58	False
44837	5	6	26	False
37299	3	3	27	False
4758	1	1	1	False
15463	3	3	30	False
11851	1	1	1	False
38731	2	2	3	False
8247	8	10	33	False
15769	15	17	26	False
11482	23	42	120	False
40874	3	3	4	False
41434	2	2	2	False
42048	10	13	23	False
41790	2	2	2	False
52220	11	17	26	False
9416	13	16	20	False
21637	1	1	1	False
21569	24	37	116	False
18590	5	5	13	False
42011	3	3	40	False
18609	2	2	3	False
18629	2	2	2	False
44630	15	31	93	False
18679	2	2	3	False
49676	2	2	2	False
15101	1	1	1	False
49619	2	2	4	False
11960	14	20	119	False
40486	1	1	1	False
32647	16	23	71	False
34709	2	2	2	False
13402	1	1	1	False
14048	7	7	11	False
30141	1	1	1	False
30063	11	13	94	False
21723	7	7	15	False
17592	2	2	2	False
47156	5	5	5	False
48628	2	2	2	False
1686	1	1	1	False
1564	9	11	20	False
33187	1	1	1	False
40301	2	2	4	False
43773	3	3	3	False
25164	1	1	1	False
42514	2	2	4	False
42500	6	6	28	False
50072	10	12	24	False
35668	8	10	19	False
19214	11	11	21	False
43162	12	13	37	False
18238	9	11	40	False
38526	1	1	1	False
155	1	1	1	False
23023	2	2	2	False
46123	1	1	1	False
15803	1	1	1	False
30802	11	12	16	False
50484	4	5	13	True
29604	8	8	25	False
1312	13	14	118	False
30999	12	16	46	False
46055	22	30	193	False
751	22	37	166	True
28550	2	2	2	False
34109	11	13	23	False
20717	2	2	2	False
36752	4	6	20	False
30958	1	1	1	False
41601	10	10	46	False
47460	3	4	4	False
29398	1	1	1	False
24277	12	15	23	False
44394	2	2	2	False
24241	17	24	124	False
24278	13	21	41	False
44594	1	1	1	False
39107	11	14	119	False
14383	13	14	20	False
39140	12	12	224	False
39226	1	1	1	False
24571	14	15	32	False
32871	2	2	4	False
10475	7	9	22	False
38350	6	6	8	False
2557	9	9	17	False
2592	1	1	1	False
20063	2	2	3	False
22960	8	8	12	False
33226	2	2	3	False
35409	1	1	1	False
25098	2	2	3	False
45842	10	13	52	False
4808	1	1	1	False
23594	29	95	266	True
15366	5	5	7	False
18197	2	2	3	False
46933	16	25	405	False
474	2	2	3	False
37766	3	3	4	False
47456	3	4	5	False
6576	2	2	2	False
5409	1	1	1	False
488	18	25	58	False
46913	16	26	33	True
16863	17	22	73	False
42702	3	3	3	False
24618	2	2	3	False
46921	28	68	513	False
9517	25	41	65	False
40829	28	58	145	False
29601	28	64	148	False
17307	1	1	1	False
11719	10	10	20	False
10303	1	1	1	False
9551	2	2	4	False
36407	15	22	49	False
10369	2	2	2	False
35010	2	2	2	False
16652	27	66	150	False
43305	1	1	1	False
48507	3	4	7	False
4571	2	2	5	False
43299	7	7	7	False
25486	9	11	53	False
37647	7	7	8	False
34429	9	9	13	False
33669	2	2	2	False
52089	1	1	1	False
38353	12	19	26	False
4079	2	2	2	False
29469	21	43	182	False
33063	4	4	6	False
33588	8	10	25	False
36093	1	1	1	False
49152	9	9	46	False
5636	21	41	75	True
20211	2	2	3	False
9227	3	3	5	False
32834	11	15	47	False
24001	4	4	5	False
41184	1	1	1	False
40599	10	13	245	False
37000	7	8	8	False
14548	1	1	1	False
18463	8	8	24	False
16041	2	2	2	False
36398	9	10	44	False
40059	2	2	2	False
10667	19	26	67	True
4207	2	2	3	False
4183	1	1	1	False
21100	4	4	6	False
50616	1	1	1	False
34256	1	1	1	False
2062	2	2	2	False
5718	1	1	1	False
17854	7	8	11	False
33593	16	22	110	False
43906	1	1	1	False
21057	23	41	113	False
33008	2	2	2	False
39979	11	12	26	False
10101	7	7	14	False
15876	2	2	2	False
13849	11	13	36	False
42725	7	10	10	True
13756	1	1	1	False
15729	8	9	34	False
14496	23	42	161	False
52040	4	4	5	False
39992	14	17	337	False
30450	1	1	1	False
13459	12	20	34	False
42684	28	83	641	False
34286	13	17	27	False
32816	19	29	43	False
32709	2	2	2	False
16259	9	9	55	False
5863	12	15	291	False
4982	2	2	2	False
52302	1	1	1	False
43940	1	1	1	False
5817	20	48	410	False
48122	1	1	1	False
48029	2	2	4	False
36003	2	2	2	False
28639	11	13	82	False
1133	2	2	2	False
28858	8	10	15	False
28804	13	18	58	False
28801	24	34	155	False
1168	2	2	2	False
28656	13	17	234	False
23668	1	2	2	False
27678	4	4	4	False
6809	2	2	2	False
6203	17	23	126	False
9886	20	37	63	False
46985	2	2	2	False
15295	6	6	16	False
38858	2	2	13	False
38684	11	18	47	False
38709	18	30	169	False
22119	1	1	1	False
4981	2	2	2	False
32646	6	7	8	False
209	1	1	1	False
11988	1	1	1	False
42146	2	2	2	False
40514	1	1	1	False
6835	2	2	6	False
44665	7	8	19	False
18462	4	4	6	False
4923	1	1	1	False
49665	2	2	2	False
47320	2	2	2	False
14997	3	3	4	False
16270	2	2	2	False
42026	17	27	53	False
40439	5	5	7	False
12023	2	2	2	False
27665	18	26	106	False
16498	3	3	3	False
25791	1	1	1	False
30917	2	3	34205	False
934	8	10	6984	True
30025	2	3	5855	False
42445	2	30	6133	False
22802	2	3	2403	False
2895	20	29	814	False
41814	9	14	505	False
36729	13	14	1292	False
1986	14	19	1124	False
46256	2	4	1562	False
48992	2	3	955	False
51675	4	4	725	False
5988	2	2	813	False
44087	8	9	626	False
1632	10	14	806	False
3952	4	4	635	False
45871	3	3	378	False
30746	11	15	338	False
36510	2	2	224	False
20720	26	84	781	False
38384	6	6	309	False
25312	12	17	508	False
51492	4	4	459	False
3727	3	3	111	False
47040	2	2	657	False
28911	7	10	369	False
21899	3	3	396	False
37738	2	2	243	False
14505	8	11	289	False
34486	7	8	320	True
7562	28	67	650	False
38937	6	6	485	False
37885	2	2	258	False
37651	9	11	362	False
43450	2	2	121	False
36325	3	3	296	False
25371	3	3	238	False
16669	7	8	487	False
12733	26	67	688	True
47971	3	3	231	False
460	3	3	251	False
13632	5	5	276	False
46924	20	28	192	True
48394	3	3	57	False
36117	3	3	228	False
5598	2	2	253	False
6154	21	36	269	False
33677	2	2	213	False
18967	8	13	185	False
20786	3	3	161	False
3901	11	15	353	False
10470	3	3	501	False
44042	2	2	184	False
1216	3	3	260	False
1994	13	15	961	False
27343	4	4	154	False
43180	10	10	212	False
10428	2	2	106	False
23036	2	2	135	False
45861	4	4	114	False
46673	2	2	120	False
6755	6	6	113	False
13099	3	3	118	False
17094	2	3	180	False
47138	6	7	171	False
42711	6	6	119	False
39737	3	3	190	False
5798	21	42	209	False
9237	9	10	125	False
37834	4	4	93	False
46155	2	2	186	False
37997	7	7	134	False
2187	14	29	220	True
8127	2	2	126	False
20930	14	16	410	False
47962	15	22	171	False
7626	14	20	139	True
14844	3	3	156	False
6178	20	39	429	False
36605	2	2	150	False
3929	3	3	75	False
3632	2	2	130	False
22788	15	25	395	False
20468	2	2	56	False
40014	7	8	176	False
24986	2	2	70	False
21369	13	27	357	False
19636	27	64	238	True
13994	11	18	413	False
38678	3	3	210	False
34767	6	6	122	False
28852	6	6	118	False
45089	2	2	157	False
50219	3	5	65	False
42665	17	36	211	True
24365	2	2	193	False
40991	11	15	194	False
17839	17	23	277	False
48208	5	7	45	False
32790	15	22	67	False
10532	3	3	83	False
16381	2	4	77	False
20171	20	28	106	False
48479	2	3	72	False
10979	8	8	131	False
27520	6	9	91	False
19683	5	5	115	False
51473	12	16	80	False
28840	24	48	320	False
15724	3	3	86	False
36410	15	21	145	True
21253	13	16	126	False
39699	19	28	197	False
7094	25	75	244	True
29260	3	3	79	False
33771	8	12	100	True
16727	2	2	188	False
49155	8	11	78	True
32079	2	2	88	False
13705	5	5	127	False
48746	3	3	77	False
47954	9	9	151	False
30018	2	4	49	False
45664	3	3	70	False
30058	7	11	148	False
48362	3	3	35	False
9818	2	2	57	False
3833	2	2	87	False
46999	2	2	77	False
36979	10	12	61	False
28697	2	4	54	False
45512	2	2	44	False
44686	3	3	98	False
528	3	3	132	False
51868	6	6	78	False
21990	2	2	30	False
12152	5	6	64	False
9881	8	8	112	False
22815	2	3	111	False
31441	22	30	89	False
41165	24	62	216	True
13088	2	3	41	False
3665	16	28	172	False
4058	12	22	74	False
31795	10	11	107	False
33782	5	5	52	False
5644	6	9	45	False
8938	3	3	32	False
30689	2	2	60	False
37599	18	29	93	False
1123	2	3	42	False
19130	3	3	67	False
51324	3	3	82	False
34837	3	3	55	False
33871	11	15	144	False
16141	4	5	24	False
18831	3	6	57	False
1976	10	13	91	False
16835	25	35	106	True
15657	5	5	105	False
13611	10	11	116	False
9640	2	2	48	False
29051	2	2	9	False
47114	12	17	80	False
50513	3	4	89	False
6733	2	2	33	False
49720	3	3	32	False
21713	12	13	103	False
29456	12	14	98	False
741	28	57	139	False
10510	2	3	53	False
6168	23	30	314	False
17434	10	16	65	False
39732	12	14	73	False
45069	3	3	24	False
30039	3	3	49	False
24896	2	2	84	False
16054	2	2	51	False
46214	5	5	71	False
40221	9	12	30	False
43500	4	4	9	False
33958	3	3	27	False
34333	2	2	76	False
6233	6	7	46	False
5145	2	3	16	False
6195	9	14	89	False
45471	4	4	42	False
16907	4	4	45	False
45273	3	3	33	False
24906	6	6	45	False
46466	2	2	16	False
30814	7	8	53	False
3927	10	12	186	False
27067	5	7	42	False
35549	3	3	60	False
33423	2	3	60	False
44049	14	22	623	False
6122	2	2	15	False
962	5	7	64	False
10016	3	3	26	False
23518	8	10	26	False
26148	8	9	77	False
18411	4	4	35	False
11115	2	2	33	False
28439	3	3	35	False
6643	3	3	32	False
1881	2	2	58	False
6225	5	5	47	False
30785	12	18	106	False
46047	4	11	90	False
18087	3	3	47	False
27988	5	5	32	False
47671	2	2	50	False
52110	5	5	34	False
44267	3	3	45	False
33033	18	40	118	False
28213	2	5	27	False
15302	7	8	79	False
19163	4	4	59	False
18995	7	7	15	False
49876	10	11	107	False
20422	3	4	22	False
43476	3	3	15	False
5667	4	5	19	False
37574	2	2	49	False
21748	3	3	22	False
21788	2	2	27	False
27745	2	2	28	False
45925	3	3	60	False
31283	8	8	68	False
42170	7	7	94	False
16723	5	5	57	False
3287	3	3	8	False
8927	4	4	44	False
9525	11	15	89	False
3892	11	16	46	False
5285	2	2	55	False
5176	12	13	78	False
14618	2	3	32	False
28016	2	2	29	False
24261	7	8	51	False
2897	12	20	654	False
13610	11	15	57	False
5074	3	3	81	False
15817	3	3	58	False
7832	8	8	45	False
23797	24	40	138	False
49177	8	9	48	False
46753	19	35	118	False
17738	3	3	15	False
30859	3	3	33	False
7350	4	6	31	False
24532	2	2	26	False
7364	3	3	58	False
12416	2	2	26	False
10606	3	3	22	False
8618	3	3	19	False
40191	10	11	52	False
7837	10	13	55	False
23944	3	3	24	False
18052	7	10	37	False
41671	3	4	35	False
33107	4	9	27	False
28907	7	7	52	False
28636	17	29	84	True
48343	5	5	18	False
48173	10	19	87	False
27347	3	3	20	False
21206	2	2	39	False
5770	2	2	31	False
10866	5	5	29	False
7964	13	18	45	False
17711	2	2	30	False
2051	2	2	23	False
22545	9	10	50	False
15468	2	2	46	False
12873	2	2	28	False
35019	3	3	23	False
42671	6	7	56	False
969	9	20	114	False
39541	2	2	17	False
23917	3	3	23	False
41080	3	3	30	False
17113	3	3	34	False
31325	13	22	41	False
40995	20	27	101	False
39256	3	3	25	False
47010	3	3	17	False
42865	3	3	42	False
19716	7	7	32	False
4848	21	50	207	False
43463	4	7	19	False
35080	26	80	326	False
31101	2	2	17	False
5632	15	21	49	False
27128	12	15	66	False
8037	3	3	36	False
3951	3	3	10	False
31610	2	2	23	False
17844	8	10	95	False
34899	20	34	87	False
4954	3	3	41	False
33396	7	8	58	False
9328	3	3	21	False
7584	13	15	36	False
47960	17	23	68	False
13644	2	2	30	False
19187	2	2	27	False
22189	5	6	19	False
39362	6	11	56	False
9219	23	40	100	False
27989	4	4	15	False
17264	2	3	14	False
28986	3	3	25	False
8777	6	7	44	False
43553	14	18	38	False
33472	1	1	2	False
35855	2	2	22	False
45908	2	2	35	False
34502	13	16	64	False
37188	3	3	18	False
6093	2	3	23	False
23133	12	16	60	False
903	3	3	17	False
2905	13	18	45	False
3403	2	2	78	False
10224	4	4	24	False
46312	5	5	31	False
51456	24	57	219	False
26187	9	10	123	False
29847	2	4	24	False
5123	2	3	11	False
18770	15	20	61	False
7061	2	2	28	False
1361	12	15	75	False
21952	2	2	16	False
35308	16	22	71	False
33068	7	8	28	False
745	21	33	94	True
28887	4	5	45	False
46616	8	9	31	False
30096	2	2	5	False
10078	2	2	46	False
48951	2	2	14	False
47590	5	5	28	False
8291	3	3	13	False
41857	1	1	2	False
1648	9	11	38	False
18394	3	3	9	False
7093	5	6	34	False
51240	14	17	88	True
11126	3	3	12	False
12527	3	4	102	False
10734	4	5	25	False
80	3	3	25	False
27868	3	3	15	False
48169	3	3	30	False
28818	23	42	303	True
50105	4	4	67	False
27368	4	6	33	False
8057	1	1	2	False
22399	2	2	19	False
21014	2	2	8	False
28067	3	3	18	False
35393	2	3	19	False
10281	3	3	27	False
4184	6	6	28	False
37439	2	2	17	False
1053	2	2	22	False
12975	6	6	23	False
7602	4	4	37	False
9445	3	3	28	False
10048	3	3	15	False
21882	3	3	27	False
47075	3	3	13	False
50084	14	21	86	False
27462	11	11	100	False
19392	7	8	102	False
23523	13	16	57	False
43047	2	5	44	False
39508	4	5	34	False
41485	2	2	12	False
42304	4	4	16	False
13763	4	4	22	False
1938	3	3	11	False
13126	19	34	90	True
10315	12	16	102	True
10445	11	13	34	False
20234	3	3	20	False
5559	2	2	10	False
19870	14	25	77	False
23176	3	5	11	False
8555	11	13	122	False
12410	1	1	12	False
48179	12	21	82	False
26768	7	8	38	False
19420	2	2	22	False
19256	2	3	21	False
26004	25	56	186	False
44091	5	7	24	False
27770	2	2	5	False
19900	7	7	70	False
20078	2	3	10	False
40714	2	3	14	False
31086	3	3	19	False
16762	3	3	23	False
24498	3	3	17	False
43564	12	18	56	False
43695	4	4	13	False
27579	5	5	22	False
26750	15	27	92	False
24179	2	2	6	False
41854	5	6	7	False
49123	2	2	17	False
36732	16	19	60	False
29867	7	7	18	False
33776	9	10	16	False
17090	11	17	118	False
30875	2	2	9	False
48375	2	2	2	False
1304	24	54	500	True
36695	18	32	129	False
44986	7	9	37	False
25685	6	7	23	False
35506	3	3	28	False
33913	4	4	15	False
40835	15	18	59	False
33613	14	23	73	False
20018	2	2	14	False
47779	2	2	11	False
5874	4	4	9	False
14062	2	2	11	False
48210	6	6	13	False
8798	3	3	10	False
27481	12	15	42	False
7906	3	3	6	False
9174	3	3	23	False
8791	10	13	88	False
1553	10	11	116	False
43764	3	3	7	False
3752	3	3	13	False
49844	18	27	101	False
39859	1	1	3	False
46907	16	20	57	False
744	14	21	93	False
17824	26	75	434	False
3129	2	2	3	False
45501	5	5	16	False
46017	3	3	14	False
51428	8	12	25	False
21262	13	19	42	True
48205	11	14	32	False
2541	2	2	24	False
28838	7	8	30	False
23188	2	3	10	False
5887	1	1	6	False
15140	7	7	48	False
6800	8	8	101	False
43667	3	3	23	False
19397	2	2	4	False
25980	17	25	56	False
26918	12	16	41	False
35649	12	16	57	False
20734	9	11	96	False
14819	3	3	10	False
22354	17	29	143	False
36424	5	5	25	False
11015	8	11	115	False
46203	3	3	9	False
47735	1	1	9	False
31000	5	8	32	False
25205	12	19	49	True
24308	2	3	11	False
25237	11	19	513	True
33902	2	3	24	False
10944	3	3	9	False
19785	3	3	16	False
48002	9	9	56	True
38195	2	2	11	False
23625	10	13	44	False
34721	3	3	28	False
19074	3	3	13	False
21666	3	3	15	False
1685	1	1	8	False
18322	2	4	12	False
17715	6	7	25	False
33541	3	3	10	False
34149	3	3	9	True
4479	9	11	75	False
1995	6	7	33	False
1326	14	15	127	False
39438	3	3	20	False
33590	14	17	127	False
1376	9	9	18	False
20410	12	20	107	False
38692	13	14	48	False
26533	2	2	19	False
42695	19	25	52	False
42675	29	60	142	True
5998	3	3	13	False
7787	2	2	7	False
33564	2	2	9	False
34716	3	3	12	False
21594	9	10	23	False
14059	3	4	15	False
2952	8	9	10	False
3334	2	2	3	False
46840	2	2	7	False
51827	2	2	9	False
36620	4	6	11	False
3733	4	4	16	False
14823	3	3	10	False
43178	10	16	139	False
34398	1	1	11	False
11672	2	2	22	False
2933	5	5	8	False
34534	1	1	4	False
36792	3	3	10	False
30744	15	20	65	True
15337	23	34	99	False
40671	17	20	42	False
41612	11	12	32	False
9535	20	32	92	False
2701	2	2	10	False
31586	2	2	4	False
7641	6	7	261	True
375	25	47	244	False
21070	3	3	6	False
9873	5	5	22	False
49777	2	2	18	False
17556	3	3	10	False
40226	7	9	18	False
