cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	is_cancer_assoc
28623	4	4	20	5	5	5	False
47913	7	10	12	21	31	65	False
2340	5	6	65	17	23	197	False
19654	3	3	4	7	9	60	False
951	3	4	12	9	10	21	False
28942	1	1	1	2	4	68	False
1191	1	1	1	1	1	2	False
48015	2	2	2	1	1	3	False
7534	4	4	5	3	4	37	False
6057	4	4	4	4	5	6	False
12954	2	2	3	6	6	19	False
47463	2	2	2	3	3	3	False
9456	1	1	1	1	1	9	False
40423	4	4	11	9	10	15	False
48451	5	6	28	8	12	17	False
46597	2	2	2	3	3	9	False
38696	3	3	3	4	4	9	False
11468	7	7	9	14	20	27	False
34343	1	1	1	1	1	1	False
13611	3	3	15	8	9	21	False
52274	4	4	8	5	6	12	False
49468	2	2	2	2	2	3	False
40444	3	3	5	9	12	111	False
11952	1	1	1	2	2	2	False
49447	2	2	3	3	3	79	False
39883	1	1	104	1	1	1	False
27268	1	1	91	1	1	2	False
39726	2	2	161	6	7	8	False
30543	1	1	23	1	1	1	False
23784	1	1	60	5	7	20	False
17488	7	14	214	17	34	827	False
1989	1	2	30	1	1	1	False
27800	1	1	37	2	2	4	False
34439	1	1	33	8	8	21	False
13133	3	5	49	8	11	13	False
11008	3	3	17	2	2	2	False
39463	2	2	32	2	2	12	False
9620	1	1	20	3	3	10	False
2360	2	2	14	4	4	45	False
46868	1	1	20	1	1	1	False
37642	2	3	15	4	4	16	False
46077	5	5	48	4	4	13	False
18833	3	5	62	9	14	344	True
19358	2	2	14	4	4	187	False
11265	3	3	8	2	2	8	False
44657	8	14	37	17	25	62	False
45432	1	1	17	3	3	5	False
51275	1	1	13	7	9	13	False
1358	1	1	8	6	6	17	False
34447	4	4	23	13	16	30	True
42030	6	12	63	21	51	91	True
23994	2	2	14	4	4	9	False
30784	6	6	34	11	13	24	False
44989	4	4	17	9	9	14	False
43336	1	1	11	2	2	5	False
20754	5	6	11	9	10	19	False
20421	2	2	17	9	13	24	False
8771	1	1	7	5	6	25	False
46517	1	1	4	2	2	3	False
45571	1	1	4	1	1	2	False
38354	1	1	8	2	2	8	False
22922	6	11	23	14	22	79	False
20759	2	2	7	1	2	9	False
50607	1	1	4	1	1	2	False
32175	3	3	7	4	4	6	False
22265	1	1	2	1	1	1	False
6166	6	10	19	20	32	306	False
34108	5	5	20	19	26	44	False
47420	7	12	174	13	18	177	False
19494	1	1	2	1	1	2	False
6278	1	1	5	1	1	1	False
4662	2	3	12	5	5	17	False
18791	5	7	13	8	12	32	False
2929	4	4	9	10	14	33	False
42950	3	4	8	10	12	27	False
1802	1	1	6	7	8	14	False
16067	2	2	6	9	10	38	False
36212	3	3	29	6	6	16	False
1829	2	2	3	8	11	31	False
43036	1	1	3	1	1	1	False
41844	2	2	3	4	4	5	False
28328	5	6	9	21	33	86	False
2192	6	8	46	18	26	59	False
30999	5	5	18	10	12	17	False
15331	6	7	9	12	16	31	False
48601	6	8	14	19	26	114	False
28637	5	7	15	15	30	56	False
20909	2	2	6	11	13	77	False
36379	1	1	2	1	2	5	False
30856	1	1	4	2	2	5	False
27473	2	2	3	4	4	4	False
14026	1	1	4	1	1	1	False
7826	2	2	3	6	7	135	False
31778	4	4	20	12	18	47	False
22357	2	2	7	4	5	8	False
909	1	1	2	1	1	3	False
39710	2	2	3	6	7	12	False
47487	1	1	2	3	3	3	False
6618	4	6	18	19	27	94	False
7832	4	4	12	5	6	9	False
3957	1	1	2	1	1	1	False
15296	3	3	6	6	6	8	False
42679	3	3	4	5	8	13	False
7545	6	10	24	14	20	207	True
26002	1	1	2	4	5	24	False
51353	1	1	1	1	1	1	False
17131	1	1	2	2	2	41	False
25240	5	7	11	11	17	66	True
18798	3	4	14	18	22	35	False
1972	4	7	11	14	28	71	False
778	7	18	38	28	51	118	False
10222	1	1	1	1	1	1	False
9206	8	16	35	22	44	161	False
44168	2	2	11	7	9	28	False
25699	1	1	3	1	1	2	False
19344	7	15	33	23	35	163	False
45529	1	1	4	2	2	3	False
42025	4	5	7	9	12	39	False
46063	5	6	7	13	14	18	False
32169	1	1	3	1	1	1	False
12626	1	1	9	1	1	2	False
20283	1	1	1	1	1	1	False
17736	1	1	3	3	3	122	False
43021	2	3	5	3	4	10	False
6700	1	1	4	2	2	2	False
31321	3	3	8	8	8	13	False
795	4	4	7	16	20	35	False
31768	3	3	11	7	8	24	False
19551	1	2	10	1	1	11	False
25417	1	1	2	1	1	1	False
4856	7	8	21	18	28	88	False
17845	1	1	1	1	1	1	False
32340	1	1	2	2	2	6	False
35481	1	1	2	1	1	2	False
8704	10	13	43	12	14	85	False
42172	4	5	9	11	17	46	False
39352	4	4	5	5	6	14	False
28634	7	12	15	17	37	94	True
39105	2	2	2	8	10	14	False
33874	4	4	6	9	10	20	False
14703	1	1	1	2	2	4	False
2003	2	2	3	1	1	1	False
20929	2	2	3	6	6	6	True
25475	2	4	41	6	7	13	False
6220	5	5	40	9	14	36	False
50034	6	7	9	20	24	59	False
41559	8	10	61	19	32	1086	False
41004	1	1	15	2	3	12	False
44707	1	1	4	1	1	2	False
38183	1	1	1	1	1	9	False
14500	4	7	8	13	17	58	False
50171	1	1	2	1	1	4	False
20580	2	2	2	3	3	18	False
51464	3	3	5	7	8	19	False
42564	1	1	1	1	1	1	False
17684	1	1	1	2	2	5	False
22521	4	6	7	12	17	49	False
42001	1	1	2	1	1	2	False
33770	8	16	49	21	43	94	False
33621	1	1	2	5	5	5	False
1329	3	3	9	12	16	115	False
51366	1	1	1	1	1	1	False
21322	2	2	3	6	8	11	False
10419	2	2	4	3	4	10	False
8168	1	1	3	1	1	1	False
42958	1	2	3	9	12	33	False
31498	1	1	2	3	3	13	False
40445	1	1	5	7	8	155	False
32462	4	4	8	12	16	32	False
40104	1	1	1	1	1	2	False
46096	1	1	1	1	1	1	False
20922	9	18	42	17	34	85	False
25272	2	2	2	6	6	11	False
10786	2	2	3	2	2	2	False
10937	1	1	1	1	1	1	False
4850	4	4	5	5	6	7	False
24893	2	2	3	1	2	3	False
1573	6	7	25	13	18	28	False
3454	1	1	1	1	1	1	False
25862	1	1	1	2	2	5	False
13208	2	2	3	3	3	7	False
18606	4	5	6	6	7	13	True
31781	3	3	16	9	12	22	False
14044	1	1	2	7	8	39	False
40210	4	4	9	16	17	55	False
46330	1	2	4	4	5	8	False
5690	1	1	2	1	1	1	False
28896	1	1	5	1	1	1	False
42169	3	3	15	1	1	3	False
6172	3	3	15	7	7	11	False
23633	6	7	34	9	10	15	False
43548	8	9	15	22	37	75	False
18301	1	1	1	2	2	3	False
780	4	4	4	11	12	67	False
26003	3	3	6	7	9	14	False
30635	2	2	4	3	3	3	False
28453	1	1	2	1	1	1	False
25281	4	4	7	12	13	18	False
9741	4	5	5	4	5	14	False
9729	6	9	18	17	34	221	False
45832	5	5	10	12	19	72	False
9880	1	1	2	2	2	2	False
1380	2	2	2	14	16	30	False
31341	2	2	2	3	3	5	False
29135	2	2	4	1	1	3	False
7571	4	4	5	12	23	84	False
22358	5	6	7	11	19	63	True
40120	2	2	3	1	1	3	False
25039	1	1	1	1	1	2	False
42525	2	2	3	7	7	11	False
50896	3	3	8	12	13	169	False
37422	6	8	15	16	19	115	False
7604	3	3	6	9	10	22	False
24616	2	3	11	5	7	17	False
2582	1	1	1	3	3	3	False
38475	1	1	2	1	1	1	False
34522	1	1	1	1	1	1	False
25245	9	12	27	21	47	117	False
29120	2	2	3	7	8	28	False
4673	1	1	1	5	5	130	False
34831	1	1	1	1	1	3	False
42409	1	1	4	1	1	1	False
28355	3	3	4	9	12	26	False
13572	8	17	18	22	44	108	False
27062	1	1	1	4	5	6	False
1564	4	4	7	8	10	17	False
31773	2	2	3	8	12	17	False
20897	4	4	9	8	8	13	False
25219	4	4	5	8	12	47	False
39253	1	1	1	1	1	1	False
20425	1	1	1	6	6	26	False
33401	5	6	7	4	4	6	False
32621	1	1	8	4	4	45	False
36767	1	1	1	4	4	6	False
13209	1	1	1	1	1	1	False
40006	2	2	5	5	5	10	False
34480	1	1	1	4	4	39	False
31449	9	13	46	22	29	72	False
40189	7	12	17	25	43	110	False
1307	2	3	3	13	17	65	False
27493	7	11	22	18	29	64	False
22503	1	1	1	1	1	5	False
9238	6	8	20	17	26	61	False
1339	5	9	45	17	26	280	True
24023	4	6	6	9	11	17	False
24648	1	1	1	1	1	8	False
31493	1	1	1	2	2	2	False
46931	3	4	8	5	6	6	False
26194	2	3	6	5	5	9	False
43044	1	1	2	1	1	1	False
21574	2	2	2	1	1	2	False
8678	9	12	18	22	36	75	False
39343	4	4	7	12	16	28	False
6696	1	1	1	1	1	1	False
36751	1	1	1	1	1	1	False
46766	1	1	1	3	3	6	False
28374	8	16	28	11	19	85	False
51246	6	10	30	18	33	167	False
5336	3	3	4	6	8	10	False
3899	2	2	2	5	5	6	False
47370	1	1	1	1	1	1	False
32206	1	1	1	1	1	1	False
30063	3	3	4	4	5	6	False
1957	8	19	26	31	77	215	False
7106	4	5	16	12	15	97	False
867	2	2	2	1	1	2	False
37639	1	1	1	9	9	90	False
37022	1	1	1	3	3	3	False
48465	1	1	1	1	1	1	False
4705	1	1	1	1	1	1	False
42795	1	2	2	1	1	2	False
5458	2	2	2	1	1	2	False
44982	5	8	18	12	17	46	False
35709	7	7	19	8	9	73	True
42247	1	1	1	1	1	2	False
33538	1	1	1	2	2	2	False
304	1	1	2	2	2	2	False
11223	7	11	15	13	15	42	True
46603	7	10	25	17	24	46	False
13288	7	8	38	15	27	49	False
11046	2	2	2	3	3	15	False
23649	2	2	2	3	3	8	False
8495	1	1	1	1	1	1	False
1642	3	4	17	6	6	7	True
31164	6	6	24	7	8	21	False
47823	1	1	1	1	1	1	False
39074	3	6	179	12	14	30	False
39132	2	2	2	3	3	39	False
30527	8	14	46	22	48	93	False
18324	1	1	1	1	1	2	False
35083	6	20	44	26	57	115	False
22533	3	5	6	13	15	26	False
41365	4	4	7	7	8	11	False
11676	1	1	1	5	5	9	False
38230	1	1	1	1	1	1	False
33011	1	1	3	1	1	1	False
7817	5	6	27	10	11	25	False
36686	7	12	18	19	35	69	False
6390	1	1	3	4	4	13	False
32594	1	1	1	1	1	2	False
18794	2	2	3	10	11	63	False
28206	1	1	1	1	1	1	False
40430	3	3	10	8	8	243	False
39499	3	3	4	3	3	9	True
11234	5	5	5	13	17	51	False
49193	1	1	1	2	2	5	False
27298	3	4	88	16	21	114	False
44659	1	1	1	3	3	19	False
920	9	13	37	19	25	79	False
6787	3	4	7	11	12	22	False
13322	4	4	5	9	9	20	False
14928	5	7	7	17	25	125	False
21755	1	1	1	1	1	2	False
8795	1	1	1	1	2	2	False
36739	1	1	1	3	3	5	False
41197	2	2	4	9	9	56	False
41570	3	3	8	9	11	28	False
16049	1	1	1	1	1	5	False
23258	1	1	1	1	1	1	False
28642	2	2	3	10	12	35	False
27194	1	1	1	1	1	1	False
18831	1	1	3	3	3	5	False
33588	2	2	7	4	6	32	False
10091	5	5	8	5	7	11	False
1204	1	1	1	1	1	2	False
38195	2	2	2	1	1	1	False
8748	2	2	4	10	11	24	False
35737	3	4	6	8	8	20	True
15365	1	1	2	2	2	237	False
20591	1	2	2	1	1	1	False
3972	1	1	1	1	1	12	False
49217	2	2	27	3	3	5	False
29780	4	5	7	5	5	145	False
944	3	3	5	8	12	24	False
11737	1	1	1	2	2	6	False
42496	8	11	55	26	53	298	False
32771	1	1	1	1	1	1	False
10216	1	1	1	1	1	1	False
22699	1	1	1	2	2	3	False
16078	2	3	3	19	30	74	False
11012	1	1	1	2	2	4	False
49168	6	9	10	14	16	34	False
14053	1	1	1	1	1	6	False
18963	4	5	5	26	45	199	False
12124	4	4	5	8	9	83	False
21252	5	6	10	13	19	55	False
44867	1	1	1	2	2	5	False
43578	3	3	9	6	6	8	False
28305	1	1	1	1	1	1	False
39326	5	5	9	10	10	37	False
15571	2	2	7	5	5	18	False
41033	1	1	2	3	3	3	False
25739	1	1	2	2	2	5	False
35092	5	8	11	19	21	58	False
16851	5	7	9	7	8	13	False
10109	3	4	8	4	4	4	False
495	6	9	10	14	19	46	False
7562	7	14	38	19	36	122	False
6023	1	1	1	3	4	4	False
40257	1	1	1	1	1	1	False
22035	1	1	1	1	1	2	False
1659	2	2	2	2	2	2	False
43175	4	5	8	9	10	29	True
36908	1	1	1	2	2	4	False
1850	7	8	18	10	12	21	False
12746	4	8	15	6	7	8	False
30560	2	2	2	9	9	135	False
8395	1	1	2	1	1	1	False
45612	6	7	19	23	38	63	False
52039	3	3	3	4	5	6	False
42036	5	6	11	24	39	141	False
35454	1	1	6	1	1	2	False
12760	3	5	6	2	2	2	False
27704	5	6	9	4	5	13	False
33637	1	1	1	7	7	29	False
5828	6	8	12	9	10	30	False
19220	1	1	1	1	1	1	False
38946	1	1	1	2	2	2	False
31805	1	1	2	5	6	9	False
36968	1	1	1	8	10	26	False
48069	1	1	1	1	1	1	False
10956	3	6	6	8	12	72	False
14023	2	2	2	7	8	13	False
18966	1	1	1	13	14	29	False
11753	2	2	5	2	2	5	False
5156	1	1	1	1	1	2	False
24242	3	4	8	8	11	32	False
263	1	1	1	1	1	1	False
12277	1	1	1	1	1	3	False
45663	1	1	1	1	2	2	False
31444	3	3	11	19	33	238	True
31833	5	5	10	10	14	29	False
46941	3	3	4	6	6	9	False
13198	1	2	2	1	1	1	False
23390	1	1	1	1	1	16	False
2527	2	2	2	5	5	13	False
29290	1	1	1	1	1	1	False
8496	1	1	1	1	1	2	False
10668	5	5	6	8	12	15	False
28998	1	1	1	2	2	12	False
32229	1	1	1	1	1	2	False
18781	5	5	179	6	6	11	False
19352	1	1	1	1	1	3	False
44054	6	6	10	6	7	11	False
34822	2	2	3	1	1	1	False
5633	6	10	10	19	27	87	False
32857	3	3	6	6	7	23	False
17467	2	2	22	3	3	4	False
20751	3	3	183	9	10	55	False
492	7	11	71	21	33	188	False
42927	4	5	10	21	38	150	True
10813	2	2	2	1	1	1	False
7567	5	7	7	6	7	16	False
18616	1	2	5	4	4	12	False
10966	5	6	22	15	16	135	True
36246	1	1	1	1	1	1	False
2874	1	1	2	1	1	1	False
211	1	1	1	2	2	2	False
11759	3	3	3	1	1	5	False
16084	2	2	2	3	4	5	False
4568	1	1	1	1	1	1	False
41375	1	1	3	1	1	2	False
30566	1	1	1	1	1	1	False
15340	2	2	2	3	3	5	False
16071	5	11	44	18	33	78	False
13338	1	1	1	4	5	22	True
41021	4	5	20	12	17	46	False
18949	2	3	10	8	8	15	False
21794	1	1	1	1	1	1	False
43186	2	2	2	5	6	7	False
41635	2	2	4	6	6	36	False
7014	1	1	1	1	1	4	False
40608	3	3	11	7	8	11	False
19649	1	1	1	6	7	9	False
5985	1	1	1	1	1	2	False
18260	2	3	6	12	18	54	False
1982	3	4	7	6	8	13	False
5484	2	2	2	1	1	1	False
36921	1	1	1	1	1	1	False
30021	1	1	1	1	1	2	False
19774	1	1	1	1	1	1	False
9430	2	2	124	10	10	47	False
24499	4	4	4	5	6	171	False
50504	2	2	2	2	2	2	False
10975	3	4	14	8	8	59	False
4397	1	1	1	1	1	2	False
42050	1	1	1	4	4	7	False
4416	1	1	1	1	1	3	False
40424	4	4	8	12	12	43	False
24825	1	1	1	1	1	3	False
30567	2	3	8	1	2	2	False
21004	1	1	1	1	1	1	False
10963	3	5	5	14	18	29	False
49157	3	3	3	4	4	6	False
29273	4	5	6	13	16	65	False
46915	7	14	24	23	38	93	True
29472	5	5	57	7	9	10	False
35282	1	1	1	1	1	4	False
14495	1	1	1	2	2	2	False
21507	1	1	1	1	1	1	False
47980	4	5	5	12	13	92	False
33906	1	1	1	2	2	3	False
14204	2	2	2	8	15	223	False
39731	2	2	12	3	3	11	False
15329	4	4	6	10	16	71	False
9282	1	1	1	2	2	2	False
21083	3	3	3	6	6	70	False
21579	4	5	7	8	9	22	False
48554	1	1	1	1	1	1	False
23526	1	1	1	3	3	3	False
15617	3	3	5	3	3	5	False
546	1	1	1	2	2	2	False
30158	1	1	2	2	2	23	False
46998	1	1	1	1	1	1	False
11727	2	2	2	7	8	12	False
19890	4	6	12	13	18	27	False
20549	5	6	8	13	21	84	False
24281	2	2	2	7	7	12	False
11742	3	3	3	4	4	4	False
10070	3	3	11	6	6	12	False
11444	1	1	1	1	1	1	False
31376	1	1	1	1	1	1	False
49002	1	1	1	1	1	1	False
51857	6	6	12	10	12	18	False
40636	3	3	3	7	7	14	True
32791	3	5	5	14	16	46	False
50245	1	1	1	1	1	1	False
24744	1	1	1	1	1	1	False
42746	3	3	3	2	2	2	False
11241	4	6	7	7	9	92	False
49092	2	2	2	1	1	4	False
36198	5	6	8	16	25	219	False
9209	2	2	2	5	6	7	False
5535	1	1	1	3	3	10	False
101	5	5	7	8	9	20	False
15318	3	3	5	9	11	26	False
43292	3	3	12	5	8	24	True
12804	2	2	2	3	3	9	False
25487	3	3	3	9	9	13	False
7094	5	10	18	26	51	215	True
9716	2	3	5	9	11	38	False
38350	1	1	1	4	6	22	False
46341	4	6	9	10	14	104	False
12856	1	1	1	2	2	4	False
21295	2	2	3	3	3	3	False
15853	2	2	2	2	2	2	False
40182	4	4	6	9	9	37	False
37651	4	5	3065	6	9	193	False
14379	2	2	2	3	3	3	False
32832	3	3	9	3	3	9	False
12030	1	1	2	1	1	8	False
30342	2	2	2	2	2	8	False
45130	2	2	2	6	7	12	False
11528	2	2	2	7	7	27	True
171	1	1	1	2	2	3	False
8258	3	3	4	8	10	17	False
30076	1	1	1	1	1	2	False
14368	3	3	3	6	9	18	False
11955	3	5	6	12	15	25	False
52327	1	1	1	1	1	4	False
43350	1	1	2	1	1	3	False
40835	1	1	1	9	13	29	False
41996	2	3	272	1	1	1	False
7848	2	2	11	5	5	10	False
41933	1	1	2	1	1	5	False
18043	2	2	4	3	3	13	False
31016	2	2	3	3	3	5	False
8220	4	4	5	10	18	1171	False
18262	1	1	2	1	2	5	False
8224	4	4	6	6	6	11	False
10968	4	5	9	19	28	185	False
15155	5	6	22	9	10	30	False
13602	4	5	19	11	13	32	False
1559	8	8	51	9	10	35	False
42547	4	5	30	9	9	23	True
39830	1	1	2	1	1	3	False
15326	2	2	5	8	10	21	False
39557	1	1	1	2	2	5	False
36707	1	1	1	4	4	4	False
44160	4	5	12	15	21	45	False
42540	3	4	77	3	4	14	False
13911	1	1	2	1	1	1	False
30114	2	2	2	1	1	6	False
24892	1	1	1	1	1	1	False
43183	1	1	1	1	2	2	False
7149	3	5	5	5	6	9	False
19903	2	2	7	3	3	4	True
39329	2	2	2	5	5	246	False
39361	1	1	1	3	3	3	False
18962	5	5	11	14	22	52	False
32564	1	1	1	4	4	19	False
41824	1	1	1	3	3	13	False
22393	1	1	1	9	9	13	False
2961	5	5	12	3	3	3	False
30795	6	7	13	7	7	22	True
17104	1	1	1	3	4	7	False
34143	4	4	97	11	12	37	True
35664	5	9	19	21	44	95	True
47400	1	1	1	1	1	1	False
22929	4	6	4183	9	13	57	False
31177	1	1	1	1	1	1	False
51753	1	1	1	9	13	27	False
20936	2	2	3	10	13	128	False
41355	3	3	3	8	12	22	False
36208	3	3	10	15	18	45	True
57	1	1	1	1	1	24	False
34990	1	1	1	2	2	3	False
30770	3	4	7	9	12	61	False
13856	1	1	1	3	3	3	False
49846	2	2	2	8	9	16	False
22779	2	3	3	6	6	12	False
50921	2	2	2	4	4	27	False
38930	2	2	2	2	2	6	False
24917	2	3	3	2	3	8	False
26735	2	3	12	4	5	13	False
22684	3	3	3	6	7	12	False
43000	3	3	3	4	5	33	True
41705	1	1	1	1	1	1	False
34622	4	4	4	17	23	64	False
28359	2	2	3	6	6	8	False
28601	5	8	14	14	17	43	False
1558	4	7	12	8	10	34	False
37634	1	1	1	5	5	70	False
22811	1	1	1	1	1	9	False
27172	1	1	1	1	1	2	False
36443	1	1	1	1	1	2	False
28337	7	9	13	15	23	77	False
33380	5	5	8	4	4	12	False
4449	6	9	17	18	25	369	False
22658	1	2	2	4	4	6	False
14007	3	3	6	2	4	21	False
18247	4	4	8	8	10	17	True
41708	1	1	1	1	1	1	False
33032	7	8	22	13	14	26	False
35203	1	1	1	2	2	4	False
6785	5	10	18	17	26	303	False
21577	1	1	1	5	6	14	False
4268	2	2	2	4	4	9	False
50088	2	2	10	12	14	53	False
17184	1	1	1	1	1	1	False
41902	1	1	1	5	5	8	False
51062	1	1	1	1	1	3	False
28900	2	2	3	6	7	11	False
5077	1	1	1	2	2	2	False
18820	2	2	2	3	3	21	False
44247	3	3	4	5	7	14	False
18263	10	11	148	13	19	67	False
51253	2	3	3	6	8	12	False
382	3	3	5	13	16	37	False
33398	2	2	3	4	6	69	False
38705	6	6	7	12	21	57	False
41281	1	1	1	2	2	2	False
33766	3	3	5	9	10	17	False
50069	3	3	3	8	11	45	False
36930	4	4	8	18	26	138	False
15063	1	1	1	1	1	1	False
43464	1	1	1	1	1	1	False
24001	2	2	3	3	3	3	False
5	2	2	2	1	1	1	False
1355	2	2	2	7	9	174	False
1340	7	8	40	15	19	176	False
24491	5	6	22	5	5	10	False
6798	2	2	2	4	5	8	False
38981	1	1	1	1	2	5	False
44089	2	2	3	7	8	11	False
27499	4	5	8	11	15	33	False
11532	2	2	2	7	8	25	False
51371	1	1	2	2	2	2	False
1812	7	10	25	10	11	18	False
22736	2	2	2	1	1	1	False
17461	2	2	3	7	10	29	False
28472	1	1	2	1	1	1	False
40999	6	9	23	7	7	18	False
18582	1	1	1	11	11	41	False
8020	1	1	1	3	3	8	False
23111	3	4	5	13	16	169	False
23799	2	2	2	10	12	26	False
34049	1	1	1	1	1	2	False
22647	6	8	10	21	41	181	False
39322	3	3	12	4	4	4	False
28876	3	6	17	7	8	41	False
11481	7	12	33	13	14	68	False
25529	1	1	1	1	1	1	False
8234	5	6	12	8	10	16	False
14382	3	3	3	6	6	7	False
35050	1	1	1	1	1	1	False
20753	1	1	1	4	4	6	False
6964	2	2	2	2	2	6	False
49466	1	1	1	10	12	44	False
46491	2	2	2	1	1	1	False
51523	2	2	2	1	1	1	False
31379	1	1	1	1	1	146	False
31333	2	2	2	2	5	19	False
44250	3	3	4	7	8	10	False
17432	2	3	3	4	5	6	False
25648	6	7	23	10	13	47	False
52222	1	1	1	8	11	62	False
44208	2	2	2	5	5	5	False
12465	6	9	9	8	11	16	False
38841	1	1	1	1	1	35	False
36821	1	1	1	1	1	1	False
25560	1	1	1	1	1	1	False
42678	5	5	12	11	14	21	False
40224	3	3	3	1	1	2	False
25242	1	1	1	2	2	2	False
3898	3	4	4	8	9	26	False
23618	4	4	21	7	10	24	False
41001	8	10	21	17	21	58	False
20393	3	3	4	14	18	205	True
19687	3	3	22	6	6	11	False
11553	2	2	2	3	3	33	False
41006	3	3	4	4	4	25	False
47956	6	7	79	17	26	160	False
47138	1	1	1	4	4	7	False
46443	1	1	1	2	2	12	False
22940	2	2	3	2	2	4	False
1353	2	2	2	2	2	3	False
44265	4	4	6	12	16	67	False
45860	2	2	3	4	5	7	False
19659	7	14	28	19	34	86	False
14354	5	7	7	15	23	70	False
50460	2	2	3	1	1	1	False
19492	1	1	1	1	1	2	False
9413	5	5	7	15	19	42	False
35554	1	1	1	1	1	8	False
9531	2	2	2	4	4	14	False
46594	2	3	3	13	15	90	False
34963	1	1	1	2	2	4	False
32168	1	1	1	3	3	4	False
50189	5	7	7	10	15	22	False
37093	2	2	578	1	1	1	False
10432	5	7	398	24	29	269	True
10987	3	4	609	8	10	13	False
37672	1	1	281	2	2	2	False
6616	6	14	226	11	15	38	True
28818	6	9	193	18	24	71	True
12055	1	1	106	2	2	2	False
46800	1	1	109	1	1	1	False
33421	2	3	118	5	6	11	False
41597	2	2	52	2	2	47	False
42327	1	2	189	1	1	1	False
37203	1	1	104	1	1	1	False
31813	1	1	81	3	3	3	False
14523	1	1	40	2	2	5	False
28362	4	4	66	14	18	45	False
8366	1	1	23	2	2	3	False
16849	7	9	57	15	21	26	False
4682	2	2	33	7	8	21	False
30311	1	1	28	2	2	5	False
51343	1	1	35	1	1	1	False
48009	1	1	36	2	2	2	False
25658	7	17	101	22	36	75	False
51232	7	12	61	21	45	270	True
6135	1	1	22	1	1	1	False
15115	5	6	28	10	10	90	False
45653	1	1	43	3	3	3	False
9426	2	2	46	1	1	1	False
50081	3	3	28	7	8	13	False
44227	5	10	57	14	24	41	False
26952	1	1	17	1	1	1	False
30129	1	1	24	1	1	1	False
9897	2	2	31	4	5	17	False
30850	2	2	18	4	4	8	False
50113	1	1	14	2	2	55	False
2109	1	1	14	1	1	1	False
8867	1	1	17	1	1	2	False
16623	1	1	23	1	1	2	False
10996	1	1	20	8	9	63	False
16840	2	2	16	6	6	7	False
32641	6	10	64	14	26	40	True
20760	3	3	23	7	8	69	True
1968	2	3	31	5	5	14	False
1344	1	1	10	7	9	12	False
32127	3	4	49	11	15	27	False
17715	1	1	30	2	2	6	False
17436	5	5	20	7	9	11	False
50042	6	8	25	18	23	64	False
33515	1	1	17	1	1	2	False
18052	4	4	17	14	17	49	False
24122	1	1	13	2	2	2	False
39369	3	3	28	5	5	6	False
33343	5	6	36	11	11	31	False
6853	1	1	16	1	1	2	False
26275	2	2	16	1	1	1	False
9132	1	1	7	1	1	1	False
50905	4	5	21	8	8	13	False
628	1	1	10	2	2	3	False
2193	4	7	30	18	21	33	False
3664	5	7	40	18	27	177	False
41839	3	3	9	3	3	20	False
31053	1	1	13	1	1	1	False
44257	3	3	18	11	12	66	False
13583	1	3	17	6	9	16	False
35701	1	1	11	3	3	5	False
8222	1	1	7	4	5	91	False
1312	1	1	7	9	13	83	False
39357	3	3	21	6	7	15	False
21937	6	13	108	15	24	43	False
15599	6	10	40	22	39	68	True
30090	1	1	15	2	3	4	False
51729	5	5	16	10	12	85	False
26627	1	1	13	7	7	9	False
4445	5	5	20	7	8	25	False
18965	5	10	42	19	34	66	False
33141	1	2	7	1	1	1	False
33942	1	1	6	1	1	1	False
23136	1	1	11	1	1	1	False
29625	1	1	23	6	7	12	False
34459	3	3	7	5	7	14	False
37503	1	1	12	1	1	1	False
31734	2	2	12	1	1	1	False
50219	3	3	12	1	1	1	False
15620	2	2	14	5	6	9	False
40217	4	6	55	22	34	84	False
26430	1	1	6	3	3	8	False
41181	1	1	8	2	2	2	False
28118	3	5	51	8	9	17	False
37417	3	4	10	11	16	33	False
35659	3	5	17	11	15	36	False
32301	4	7	26	16	20	36	False
6233	1	2	6	2	2	4	False
15294	5	9	30	20	43	154	True
13945	1	1	9	1	1	2	False
11138	1	1	8	1	1	1	False
23804	4	4	23	4	4	16	False
20746	3	3	13	5	6	9	False
32820	5	10	24	22	47	137	False
16473	4	4	10	6	7	9	False
38225	2	2	10	1	1	5	False
7621	3	5	20	17	26	54	False
34656	2	2	9	1	1	1	False
18422	1	1	5	1	1	1	False
26222	1	1	8	4	5	5	False
20177	1	1	8	3	3	3	False
30055	5	7	21	13	15	31	False
40073	1	1	3	1	1	2	False
39509	5	5	8	6	6	8	False
50694	1	1	1	2	2	3	False
13828	2	2	8	4	4	90	False
27494	1	1	6	11	17	68	False
30412	1	1	5	1	1	1	False
11662	1	1	22	1	1	1	False
51875	3	4	14	5	7	8	False
25189	1	1	10	1	1	1	False
1583	5	6	28	16	24	82	False
18774	3	6	88	5	6	33	False
36503	1	1	3	1	1	1	False
18405	1	1	11	1	1	1	False
18067	3	3	39	4	4	6	False
30792	5	6	36	14	21	50	False
41822	5	5	8	6	6	10	False
37450	3	3	9	2	2	9	False
43579	6	9	73	21	25	74	False
34294	1	1	8	1	1	1	False
5825	2	3	65	4	5	7	False
33079	1	1	3	1	1	2	False
7828	1	1	3	10	10	20	False
45022	1	1	10	1	1	3	False
